python,kind,identity,tier,occurrences,contexts,resolution_status,available,object_type,signature,signature_quality,plan_taxonomy,official_source_evidence
3.12.13,module_api,ttnn.experimental.nlp_create_qkv_heads_decode,experimental,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.paged_fill_cache,experimental,6,"{""call"":6}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.paged_fused_update_cache,experimental,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.paged_update_cache,experimental,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.reduce_scatter_minimal_async,experimental,6,"{""call"":6}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.rotary_embedding_llama,experimental,4,"{""call"":4}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.experimental.rotary_embedding_llama_fused_qk,experimental,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.fill_cache,public,4,"{""call"":4}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.float32,public,2,"{""value"":2}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.from_torch,public,70,"{""call"":70}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.gather,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.get_arch_name,public,3,"{""call"":3}",module_symbol_available,true,function,(),informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.get_device_tensors,public,8,"{""call"":8}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.gt,public,4,"{""call"":4}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.init_device_compute_kernel_config,public,25,"{""call"":25}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.int32,public,30,"{""value"":30}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.interleaved_to_sharded,public,30,"{""call"":30}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.linear,public,18,"{""call"":18}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.load_tensor,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.log,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.lt,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.manual_seed,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.matmul,public,11,"{""call"":11}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.max,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.min,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.mul,public,10,"{""call"":10}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.multiply,public,13,"{""call"":13}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.num_cores_to_corerangeset,public,2,"{""call"":2}",module_symbol_available,true,function,"(target_num_cores: int, grid_size: ttnn._ttnn.tensor.CoreCoord, row_wise: bool = False)",informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.num_cores_to_corerangeset_in_subcoregrids,public,2,"{""call"":2}",module_symbol_available,true,function,"(start_core: ttnn._ttnn.tensor.CoreCoord, target_num_cores: int, sub_core_grids: ttnn._ttnn.tensor.CoreRangeSet, row_wise: bool = False)",informative,none: symbol and informative signature present,
3.12.13,module_api,ttnn.pad,public,5,"{""call"":5}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.plus_one,public,24,"{""call"":24}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.release_trace,public,2,"{""call"":2}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.remainder,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.replicate_tensor_to_mesh_mapper,public,13,"{""call"":13}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.reshape,public,41,"{""call"":41}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.reshard,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.rms_norm,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.rms_norm_post_all_gather,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.rms_norm_pre_all_gather,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.sampling,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.scatter_add,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.sharded_to_interleaved,public,5,"{""call"":5}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.slice,public,54,"{""call"":54}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.split,public,4,"{""call"":4}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.subtract,public,9,"{""call"":9}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.sum,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.synchronize_device,public,13,"{""call"":13}",module_symbol_available,true,nb_func,"(*args, **kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.tilize,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.to_device,public,3,"{""call"":3}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.to_layout,public,20,"{""call"":20}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.to_memory_config,public,78,"{""call"":78}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.to_torch,public,13,"{""call"":13}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.topk,public,5,"{""call"":5}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.transformer.chunked_scaled_dot_product_attention,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.transformer.paged_scaled_dot_product_attention_decode,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.transformer.scaled_dot_product_attention,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.transformer.scaled_dot_product_attention_decode,public,1,"{""call"":1}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.transpose,public,2,"{""call"":2}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.typecast,public,62,"{""call"":62}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.uint16,public,1,"{""value"":1}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.uint32,public,23,"{""value"":23}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.uint8,public,1,"{""value"":1}",module_symbol_available,true,DataType,,not_inspectable,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.unsqueeze_to_4D,public,82,"{""call"":82}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.untilize,public,20,"{""call"":20}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,module_api,ttnn.where,public,6,"{""call"":6}",module_symbol_available,true,FastOperation,"(*function_args, **function_kwargs)",generic_wrapper,semantic or signature difference from source environment: signature evidence incomplete,
3.12.13,typed_instance_member,'ttnn.Tensor | LazyWeight'.shape,instance,2,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.12.13,typed_instance_member,Optional[ttnn.MeshDevice].get_device_ids,instance,1,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.12.13,typed_instance_member,"dict[str, ttnn.Tensor].get",instance,2,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.12.13,typed_instance_member,ttnn.CoreCoord.x,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.CoreCoord.y,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.CoreGrid.num_cores,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.CoreGrid.x,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.CoreGrid.y,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.DeviceComputeKernelConfig.dst_full_sync_en,instance,1,,class_descriptor_missing_instance_or_dynamic_member,false,,,not_inspectable,semantic or signature difference from source environment: abstract annotation versus concrete runtime binding,v0.77.0 core.cpp lines 47-117 and compute_kernel_config.hpp lines 14-34
3.12.13,typed_instance_member,ttnn.DeviceComputeKernelConfig.fp32_dest_acc_en,instance,2,,class_descriptor_missing_instance_or_dynamic_member,false,,,not_inspectable,semantic or signature difference from source environment: abstract annotation versus concrete runtime binding,v0.77.0 core.cpp lines 47-117 and compute_kernel_config.hpp lines 14-34
3.12.13,typed_instance_member,ttnn.MemoryConfig.__hash__,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MemoryConfig.buffer_type,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MemoryConfig.interleaved,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MemoryConfig.is_sharded,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MemoryConfig.memory_layout,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MemoryConfig.shard_spec,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MeshDevice.arch,instance,2,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MeshDevice.compute_with_storage_grid_size,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MeshDevice.dram_grid_size,instance,19,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MeshDevice.get_num_devices,instance,43,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MeshDevice.id,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.MeshDevice.shape,instance,2,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.Tensor.deallocate,instance,8,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.Tensor.device,instance,1,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.Tensor.dtype,instance,10,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.Tensor.is_sharded,instance,2,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.Tensor.memory_config,instance,30,,class_descriptor_available,true,nb_method,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.Tensor.shape,instance,52,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.Tensor | LazyWeight.memory_config,instance,1,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.12.13,typed_instance_member,ttnn.Tensor | LazyWeight.shape,instance,7,,complex_annotation_not_class_resolvable,,,,not_inspectable,not a module symbol: dynamic/union instance evidence only,
3.12.13,typed_instance_member,ttnn.WormholeComputeKernelConfig.dst_full_sync_en,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.WormholeComputeKernelConfig.fp32_dest_acc_en,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.WormholeComputeKernelConfig.math_approx_mode,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.WormholeComputeKernelConfig.math_fidelity,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.WormholeComputeKernelConfig.packer_l1_acc,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
3.12.13,typed_instance_member,ttnn.WormholeComputeKernelConfig.throttle_level,instance,1,,class_descriptor_available,true,property,,not_inspectable,none: class descriptor present; instance semantics unqualified,
