layer,source_path,line,scope,timing,kind,module,imported_symbol,alias,root,classification,internal_target
models,models/common/models/executor.py,28,<module>,module,from,models.common.llm_runtime.trace_compiler,TraceCompiler,,models,internal_models_namespace,models.common.llm_runtime.trace_compiler
models,models/common/models/executor.py,29,<module>,module,from,models.common.llm_runtime.warmup,WarmupCoordinator,,models,internal_models_namespace,models.common.llm_runtime.warmup
models,models/common/models/executor.py,29,<module>,module,from,models.common.llm_runtime.warmup,WarmupCoordinatorConfig,,models,internal_models_namespace,models.common.llm_runtime.warmup
models,models/common/models/executor.py,30,<module>,module,from,models.common.modules.sampling.sampling_1d,Sampling1D,,models,internal_models_namespace,models.common.modules.sampling.sampling_1d
models,models/common/models/llama32_1b/__init__.py,4,<module>,module,from,models.common.models.llama32_1b.model,LLAMA32_1B_ACCURACY,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/__init__.py,4,<module>,module,from,models.common.models.llama32_1b.model,LLAMA32_1B_PERFORMANCE,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/__init__.py,4,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BPrecisionConfig,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/__init__.py,4,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BTransformer1D,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/__init__.py,4,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BTransformer1DConfig,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/__init__.py,11,<module>,module,from,models.common.models.llama32_1b.executor,Llama32_1BExecutor,,models,internal_models_namespace,models.common.models.llama32_1b.executor
models,models/common/models/llama32_1b/__init__.py,11,<module>,module,from,models.common.models.llama32_1b.executor,Llama32_1BExecutorConfig,,models,internal_models_namespace,models.common.models.llama32_1b.executor
models,models/common/models/llama32_1b/__init__.py,12,<module>,module,from,models.common.models.llama32_1b.hf_adaptor,Llama32_1BForCausalLM,,models,internal_models_namespace,models.common.models.llama32_1b.hf_adaptor
models,models/common/models/llama32_1b/__init__.py,12,<module>,module,from,models.common.models.llama32_1b.hf_adaptor,Llama32_1BRuntimeConfig,,models,internal_models_namespace,models.common.models.llama32_1b.hf_adaptor
models,models/common/models/llama32_1b/executor.py,6,<module>,module,from,models.common.models.llama3_executor,Llama32_1BExecutor,,models,internal_models_namespace,models.common.models.llama3_executor
models,models/common/models/llama32_1b/executor.py,6,<module>,module,from,models.common.models.llama3_executor,Llama32_1BExecutorConfig,,models,internal_models_namespace,models.common.models.llama3_executor
models,models/common/models/llama32_1b/executor.py,7,<module>,module,from,models.common.models.llama32_1b.hf_adaptor,Llama32_1BForCausalLM,,models,internal_models_namespace,models.common.models.llama32_1b.hf_adaptor
models,models/common/models/llama32_1b/generator.py,6,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_1b/generator.py,8,<module>,module,from,collections.abc,Sequence,,collections,stdlib,
models,models/common/models/llama32_1b/generator.py,9,<module>,module,from,dataclasses,dataclass,,dataclasses,stdlib,
models,models/common/models/llama32_1b/generator.py,10,<module>,module,from,typing,Any,,typing,stdlib,
models,models/common/models/llama32_1b/generator.py,12,<module>,module,import,torch,,,torch,third_party_base,
models,models/common/models/llama32_1b/generator.py,14,<module>,module,import,ttnn,,,ttnn,third_party_base,
models,models/common/models/llama32_1b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,PagedKVCacheConfig,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_1b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,TraceConfig,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_1b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,TraceMode,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_1b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,WarmupConfig,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_1b/generator.py,16,<module>,module,from,models.common.llm_runtime.lane_group,LaneGroupExecutor,,models,internal_models_namespace,models.common.llm_runtime.lane_group
models,models/common/models/llama32_1b/generator.py,17,<module>,module,from,models.common.llm_runtime.vllm_adapter,NormalizedPrefillKwargs,,models,internal_models_namespace,models.common.llm_runtime.vllm_adapter
models,models/common/models/llama32_1b/generator.py,17,<module>,module,from,models.common.llm_runtime.vllm_adapter,VLLMAdapter,,models,internal_models_namespace,models.common.llm_runtime.vllm_adapter
models,models/common/models/llama32_1b/generator.py,17,<module>,module,from,models.common.llm_runtime.vllm_adapter,VLLMAdapterConfig,,models,internal_models_namespace,models.common.llm_runtime.vllm_adapter
models,models/common/models/llama32_1b/generator.py,18,<module>,module,from,models.common.models.llama32_1b.executor,Llama32_1BExecutorConfig,,models,internal_models_namespace,models.common.models.llama32_1b.executor
models,models/common/models/llama32_1b/generator.py,18,<module>,module,from,models.common.models.llama32_1b.executor,build_llama32_1b_executor,,models,internal_models_namespace,models.common.models.llama32_1b.executor
models,models/common/models/llama32_1b/generator.py,19,<module>,module,from,models.common.models.llama32_1b.hf_adaptor,from_pretrained,,models,internal_models_namespace,models.common.models.llama32_1b.hf_adaptor
models,models/common/models/llama32_1b/generator.py,20,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BPagedAttentionConfig,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/generator.py,459,_create_submeshes,nested,from,models.tt_transformers.tt.generator,create_submeshes,,models,external_models_tttv1,
models,models/common/models/llama32_1b/hf_adaptor.py,6,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_1b/hf_adaptor.py,8,<module>,module,import,os,,,os,stdlib,
models,models/common/models/llama32_1b/hf_adaptor.py,9,<module>,module,from,dataclasses,dataclass,,dataclasses,stdlib,
models,models/common/models/llama32_1b/hf_adaptor.py,9,<module>,module,from,dataclasses,field,,dataclasses,stdlib,
models,models/common/models/llama32_1b/hf_adaptor.py,10,<module>,module,from,pathlib,Path,,pathlib,stdlib,
models,models/common/models/llama32_1b/hf_adaptor.py,11,<module>,module,from,typing,Any,,typing,stdlib,
models,models/common/models/llama32_1b/hf_adaptor.py,13,<module>,module,import,torch,,,torch,third_party_base,
models,models/common/models/llama32_1b/hf_adaptor.py,14,<module>,module,from,transformers,AutoConfig,,transformers,third_party_optional,
models,models/common/models/llama32_1b/hf_adaptor.py,14,<module>,module,from,transformers,AutoModelForCausalLM,,transformers,third_party_optional,
models,models/common/models/llama32_1b/hf_adaptor.py,14,<module>,module,from,transformers,AutoTokenizer,,transformers,third_party_optional,
models,models/common/models/llama32_1b/hf_adaptor.py,16,<module>,module,import,ttnn,,,ttnn,third_party_base,
models,models/common/models/llama32_1b/hf_adaptor.py,17,<module>,module,from,models.common.models.llama32_1b,weight_utils,,models,internal_models_namespace,models.common.models.llama32_1b
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,LLAMA32_1B_ACCURACY,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,LLAMA32_1B_PERFORMANCE,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BLayerWeights,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BModelParameters,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BPagedAttentionConfig,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BPrecisionConfig,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BTransformer1D,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,Llama32_1BWeights,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_1b.model,build_llama32_1b_transformer_1d_config,,models,internal_models_namespace,models.common.models.llama32_1b.model
models,models/common/models/llama32_1b/model.py,21,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_1b/model.py,23,<module>,module,import,math,,,math,stdlib,
models,models/common/models/llama32_1b/model.py,24,<module>,module,import,os,,,os,stdlib,
models,models/common/models/llama32_1b/model.py,25,<module>,module,from,dataclasses,dataclass,,dataclasses,stdlib,
models,models/common/models/llama32_1b/model.py,25,<module>,module,from,dataclasses,field,,dataclasses,stdlib,
models,models/common/models/llama32_1b/model.py,25,<module>,module,from,dataclasses,replace,,dataclasses,stdlib,
models,models/common/models/llama32_1b/model.py,26,<module>,module,from,pathlib,Path,,pathlib,stdlib,
models,models/common/models/llama32_1b/model.py,27,<module>,module,from,typing,Any,,typing,stdlib,
models,models/common/models/llama32_1b/model.py,29,<module>,module,import,torch,,,torch,third_party_base,
models,models/common/models/llama32_1b/model.py,30,<module>,module,from,loguru,logger,,loguru,third_party_base,
models,models/common/models/llama32_1b/model.py,32,<module>,module,import,ttnn,,,ttnn,third_party_base,
models,models/common/models/llama32_1b/model.py,33,<module>,module,from,models.common.lightweightmodule,LightweightModule,,models,external_models_tt_metal,
models,models/common/models/llama32_1b/model.py,34,<module>,module,from,models.common.modules.attention.attention_1d,Attention1D,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_1b/model.py,34,<module>,module,from,models.common.modules.attention.attention_1d,Attention1DConfig,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_1b/model.py,34,<module>,module,from,models.common.modules.attention.attention_1d,_dram_matmul_config,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_1b/model.py,34,<module>,module,from,models.common.modules.attention.attention_1d,_dram_shard_core_grid,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_1b/model.py,40,<module>,module,from,models.common.modules.embedding.embedding_1d,Embedding1D,,models,internal_models_namespace,models.common.modules.embedding.embedding_1d
models,models/common/models/llama32_1b/model.py,40,<module>,module,from,models.common.modules.embedding.embedding_1d,Embedding1DConfig,,models,internal_models_namespace,models.common.modules.embedding.embedding_1d
models,models/common/models/llama32_1b/model.py,41,<module>,module,from,models.common.modules.lazy_weight,LazyWeight,,models,internal_models_namespace,models.common.modules.lazy_weight
models,models/common/models/llama32_1b/model.py,42,<module>,module,from,models.common.modules.lm_head.lm_head_1d,LMHead1D,,models,internal_models_namespace,models.common.modules.lm_head.lm_head_1d
models,models/common/models/llama32_1b/model.py,42,<module>,module,from,models.common.modules.lm_head.lm_head_1d,LMHead1DConfig,,models,internal_models_namespace,models.common.modules.lm_head.lm_head_1d
models,models/common/models/llama32_1b/model.py,42,<module>,module,from,models.common.modules.lm_head.lm_head_1d,_nearest_32,,models,internal_models_namespace,models.common.modules.lm_head.lm_head_1d
models,models/common/models/llama32_1b/model.py,43,<module>,module,from,models.common.modules.mlp.mlp_1d,MLP1D,,models,internal_models_namespace,models.common.modules.mlp.mlp_1d
models,models/common/models/llama32_1b/model.py,43,<module>,module,from,models.common.modules.mlp.mlp_1d,MLP1DConfig,,models,internal_models_namespace,models.common.modules.mlp.mlp_1d
models,models/common/models/llama32_1b/model.py,43,<module>,module,from,models.common.modules.mlp.mlp_1d,_dram_shard_core_grid_k_n,,models,internal_models_namespace,models.common.modules.mlp.mlp_1d
models,models/common/models/llama32_1b/model.py,44,<module>,module,from,models.common.modules.rmsnorm.rmsnorm_1d,RMSNorm1D,,models,internal_models_namespace,models.common.modules.rmsnorm.rmsnorm_1d
models,models/common/models/llama32_1b/model.py,44,<module>,module,from,models.common.modules.rmsnorm.rmsnorm_1d,RMSNorm1DConfig,,models,internal_models_namespace,models.common.modules.rmsnorm.rmsnorm_1d
models,models/common/models/llama32_1b/model.py,44,<module>,module,from,models.common.modules.rmsnorm.rmsnorm_1d,_create_sharded_norm_program_config,,models,internal_models_namespace,models.common.modules.rmsnorm.rmsnorm_1d
models,models/common/models/llama32_1b/model.py,45,<module>,module,from,models.common.modules.rope.rope_1d,Rope1DConfig,,models,internal_models_namespace,models.common.modules.rope.rope_1d
models,models/common/models/llama32_1b/model.py,45,<module>,module,from,models.common.modules.rope.rope_1d,RotarySetup1D,,models,internal_models_namespace,models.common.modules.rope.rope_1d
models,models/common/models/llama32_1b/model.py,46,<module>,module,from,models.common.modules.sampling.sampling_1d,Sampling1D,,models,internal_models_namespace,models.common.modules.sampling.sampling_1d
models,models/common/models/llama32_1b/model.py,46,<module>,module,from,models.common.modules.sampling.sampling_1d,Sampling1DConfig,,models,internal_models_namespace,models.common.modules.sampling.sampling_1d
models,models/common/models/llama32_1b/model.py,47,<module>,module,from,models.common.modules.tt_ccl,default_topology,,models,internal_models_namespace,models.common.modules.tt_ccl
models,models/common/models/llama32_1b/model.py,47,<module>,module,from,models.common.modules.tt_ccl,get_tt_ccl,,models,internal_models_namespace,models.common.modules.tt_ccl
models,models/common/models/llama32_1b/model.py,48,<module>,module,from,models.common.tensor_utils,TILE_SIZE,,models,external_models_tt_metal,
models,models/common/models/llama32_1b/model.py,48,<module>,module,from,models.common.tensor_utils,get_padded_hidden_dim,,models,external_models_tt_metal,
models,models/common/models/llama32_1b/model.py,782,Llama32_1BTransformer1D.__init__,nested,from,tqdm,tqdm,,tqdm,third_party_optional,
models,models/common/models/llama32_1b/weight_utils.py,14,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_1b/weight_utils.py,16,<module>,module,from,typing,Any,,typing,stdlib,
models,models/common/models/llama32_1b/weight_utils.py,18,<module>,module,import,torch,,,torch,third_party_base,
models,models/common/models/llama32_3b/__init__.py,4,<module>,module,from,models.common.models.llama32_3b.model,LLAMA32_3B_ACCURACY,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/__init__.py,4,<module>,module,from,models.common.models.llama32_3b.model,LLAMA32_3B_PERFORMANCE,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/__init__.py,4,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BPrecisionConfig,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/__init__.py,4,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BTransformer1D,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/__init__.py,4,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BTransformer1DConfig,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/__init__.py,11,<module>,module,from,models.common.models.llama32_3b.executor,Llama32_3BExecutor,,models,internal_models_namespace,models.common.models.llama32_3b.executor
models,models/common/models/llama32_3b/__init__.py,11,<module>,module,from,models.common.models.llama32_3b.executor,Llama32_3BExecutorConfig,,models,internal_models_namespace,models.common.models.llama32_3b.executor
models,models/common/models/llama32_3b/__init__.py,12,<module>,module,from,models.common.models.llama32_3b.hf_adaptor,Llama32_3BForCausalLM,,models,internal_models_namespace,models.common.models.llama32_3b.hf_adaptor
models,models/common/models/llama32_3b/__init__.py,12,<module>,module,from,models.common.models.llama32_3b.hf_adaptor,Llama32_3BRuntimeConfig,,models,internal_models_namespace,models.common.models.llama32_3b.hf_adaptor
models,models/common/models/llama32_3b/executor.py,6,<module>,module,from,models.common.models.llama3_executor,Llama32_3BExecutor,,models,internal_models_namespace,models.common.models.llama3_executor
models,models/common/models/llama32_3b/executor.py,6,<module>,module,from,models.common.models.llama3_executor,Llama32_3BExecutorConfig,,models,internal_models_namespace,models.common.models.llama3_executor
models,models/common/models/llama32_3b/executor.py,7,<module>,module,from,models.common.models.llama32_3b.hf_adaptor,Llama32_3BForCausalLM,,models,internal_models_namespace,models.common.models.llama32_3b.hf_adaptor
models,models/common/models/llama32_3b/generator.py,6,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_3b/generator.py,8,<module>,module,from,collections.abc,Sequence,,collections,stdlib,
models,models/common/models/llama32_3b/generator.py,9,<module>,module,from,dataclasses,dataclass,,dataclasses,stdlib,
models,models/common/models/llama32_3b/generator.py,10,<module>,module,from,typing,Any,,typing,stdlib,
models,models/common/models/llama32_3b/generator.py,12,<module>,module,import,torch,,,torch,third_party_base,
models,models/common/models/llama32_3b/generator.py,14,<module>,module,import,ttnn,,,ttnn,third_party_base,
models,models/common/models/llama32_3b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,PagedKVCacheConfig,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_3b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,TraceConfig,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_3b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,TraceMode,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_3b/generator.py,15,<module>,module,from,models.common.llm_runtime.config,WarmupConfig,,models,internal_models_namespace,models.common.llm_runtime.config
models,models/common/models/llama32_3b/generator.py,16,<module>,module,from,models.common.llm_runtime.lane_group,LaneGroupExecutor,,models,internal_models_namespace,models.common.llm_runtime.lane_group
models,models/common/models/llama32_3b/generator.py,17,<module>,module,from,models.common.llm_runtime.vllm_adapter,NormalizedPrefillKwargs,,models,internal_models_namespace,models.common.llm_runtime.vllm_adapter
models,models/common/models/llama32_3b/generator.py,17,<module>,module,from,models.common.llm_runtime.vllm_adapter,VLLMAdapter,,models,internal_models_namespace,models.common.llm_runtime.vllm_adapter
models,models/common/models/llama32_3b/generator.py,17,<module>,module,from,models.common.llm_runtime.vllm_adapter,VLLMAdapterConfig,,models,internal_models_namespace,models.common.llm_runtime.vllm_adapter
models,models/common/models/llama32_3b/generator.py,18,<module>,module,from,models.common.models.llama32_3b.executor,Llama32_3BExecutorConfig,,models,internal_models_namespace,models.common.models.llama32_3b.executor
models,models/common/models/llama32_3b/generator.py,18,<module>,module,from,models.common.models.llama32_3b.executor,build_llama32_3b_executor,,models,internal_models_namespace,models.common.models.llama32_3b.executor
models,models/common/models/llama32_3b/generator.py,19,<module>,module,from,models.common.models.llama32_3b.hf_adaptor,from_pretrained,,models,internal_models_namespace,models.common.models.llama32_3b.hf_adaptor
models,models/common/models/llama32_3b/generator.py,20,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BPagedAttentionConfig,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/generator.py,465,_create_submeshes,nested,from,models.tt_transformers.tt.generator,create_submeshes,,models,external_models_tttv1,
models,models/common/models/llama32_3b/hf_adaptor.py,6,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_3b/hf_adaptor.py,8,<module>,module,import,os,,,os,stdlib,
models,models/common/models/llama32_3b/hf_adaptor.py,9,<module>,module,from,dataclasses,dataclass,,dataclasses,stdlib,
models,models/common/models/llama32_3b/hf_adaptor.py,9,<module>,module,from,dataclasses,field,,dataclasses,stdlib,
models,models/common/models/llama32_3b/hf_adaptor.py,10,<module>,module,from,pathlib,Path,,pathlib,stdlib,
models,models/common/models/llama32_3b/hf_adaptor.py,11,<module>,module,from,typing,Any,,typing,stdlib,
models,models/common/models/llama32_3b/hf_adaptor.py,13,<module>,module,import,torch,,,torch,third_party_base,
models,models/common/models/llama32_3b/hf_adaptor.py,14,<module>,module,from,transformers,AutoConfig,,transformers,third_party_optional,
models,models/common/models/llama32_3b/hf_adaptor.py,14,<module>,module,from,transformers,AutoModelForCausalLM,,transformers,third_party_optional,
models,models/common/models/llama32_3b/hf_adaptor.py,14,<module>,module,from,transformers,AutoTokenizer,,transformers,third_party_optional,
models,models/common/models/llama32_3b/hf_adaptor.py,16,<module>,module,import,ttnn,,,ttnn,third_party_base,
models,models/common/models/llama32_3b/hf_adaptor.py,17,<module>,module,from,models.common.models.llama32_3b,weight_utils,,models,internal_models_namespace,models.common.models.llama32_3b
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,LLAMA32_3B_ACCURACY,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,LLAMA32_3B_PERFORMANCE,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BLayerWeights,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BModelParameters,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BPagedAttentionConfig,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BPrecisionConfig,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BTransformer1D,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,Llama32_3BWeights,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/hf_adaptor.py,18,<module>,module,from,models.common.models.llama32_3b.model,build_llama32_3b_transformer_1d_config,,models,internal_models_namespace,models.common.models.llama32_3b.model
models,models/common/models/llama32_3b/model.py,20,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_3b/model.py,22,<module>,module,import,math,,,math,stdlib,
models,models/common/models/llama32_3b/model.py,23,<module>,module,import,os,,,os,stdlib,
models,models/common/models/llama32_3b/model.py,24,<module>,module,from,dataclasses,dataclass,,dataclasses,stdlib,
models,models/common/models/llama32_3b/model.py,24,<module>,module,from,dataclasses,field,,dataclasses,stdlib,
models,models/common/models/llama32_3b/model.py,24,<module>,module,from,dataclasses,replace,,dataclasses,stdlib,
models,models/common/models/llama32_3b/model.py,25,<module>,module,from,pathlib,Path,,pathlib,stdlib,
models,models/common/models/llama32_3b/model.py,26,<module>,module,from,typing,Any,,typing,stdlib,
models,models/common/models/llama32_3b/model.py,28,<module>,module,import,torch,,,torch,third_party_base,
models,models/common/models/llama32_3b/model.py,29,<module>,module,from,loguru,logger,,loguru,third_party_base,
models,models/common/models/llama32_3b/model.py,31,<module>,module,import,ttnn,,,ttnn,third_party_base,
models,models/common/models/llama32_3b/model.py,32,<module>,module,from,models.common.lightweightmodule,LightweightModule,,models,external_models_tt_metal,
models,models/common/models/llama32_3b/model.py,33,<module>,module,from,models.common.modules.attention.attention_1d,Attention1D,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_3b/model.py,33,<module>,module,from,models.common.modules.attention.attention_1d,Attention1DConfig,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_3b/model.py,33,<module>,module,from,models.common.modules.attention.attention_1d,_dram_matmul_config,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_3b/model.py,33,<module>,module,from,models.common.modules.attention.attention_1d,_dram_shard_core_grid,,models,internal_models_namespace,models.common.modules.attention.attention_1d
models,models/common/models/llama32_3b/model.py,39,<module>,module,from,models.common.modules.embedding.embedding_1d,Embedding1D,,models,internal_models_namespace,models.common.modules.embedding.embedding_1d
models,models/common/models/llama32_3b/model.py,39,<module>,module,from,models.common.modules.embedding.embedding_1d,Embedding1DConfig,,models,internal_models_namespace,models.common.modules.embedding.embedding_1d
models,models/common/models/llama32_3b/model.py,40,<module>,module,from,models.common.modules.lazy_weight,LazyWeight,,models,internal_models_namespace,models.common.modules.lazy_weight
models,models/common/models/llama32_3b/model.py,41,<module>,module,from,models.common.modules.lm_head.lm_head_1d,LMHead1D,,models,internal_models_namespace,models.common.modules.lm_head.lm_head_1d
models,models/common/models/llama32_3b/model.py,41,<module>,module,from,models.common.modules.lm_head.lm_head_1d,LMHead1DConfig,,models,internal_models_namespace,models.common.modules.lm_head.lm_head_1d
models,models/common/models/llama32_3b/model.py,41,<module>,module,from,models.common.modules.lm_head.lm_head_1d,_nearest_32,,models,internal_models_namespace,models.common.modules.lm_head.lm_head_1d
models,models/common/models/llama32_3b/model.py,42,<module>,module,from,models.common.modules.mlp.mlp_1d,MLP1D,,models,internal_models_namespace,models.common.modules.mlp.mlp_1d
models,models/common/models/llama32_3b/model.py,42,<module>,module,from,models.common.modules.mlp.mlp_1d,MLP1DConfig,,models,internal_models_namespace,models.common.modules.mlp.mlp_1d
models,models/common/models/llama32_3b/model.py,42,<module>,module,from,models.common.modules.mlp.mlp_1d,_dram_shard_core_grid_k_n,,models,internal_models_namespace,models.common.modules.mlp.mlp_1d
models,models/common/models/llama32_3b/model.py,43,<module>,module,from,models.common.modules.rmsnorm.rmsnorm_1d,RMSNorm1D,,models,internal_models_namespace,models.common.modules.rmsnorm.rmsnorm_1d
models,models/common/models/llama32_3b/model.py,43,<module>,module,from,models.common.modules.rmsnorm.rmsnorm_1d,RMSNorm1DConfig,,models,internal_models_namespace,models.common.modules.rmsnorm.rmsnorm_1d
models,models/common/models/llama32_3b/model.py,43,<module>,module,from,models.common.modules.rmsnorm.rmsnorm_1d,_create_sharded_norm_program_config,,models,internal_models_namespace,models.common.modules.rmsnorm.rmsnorm_1d
models,models/common/models/llama32_3b/model.py,44,<module>,module,from,models.common.modules.rope.rope_1d,Rope1DConfig,,models,internal_models_namespace,models.common.modules.rope.rope_1d
models,models/common/models/llama32_3b/model.py,44,<module>,module,from,models.common.modules.rope.rope_1d,RotarySetup1D,,models,internal_models_namespace,models.common.modules.rope.rope_1d
models,models/common/models/llama32_3b/model.py,45,<module>,module,from,models.common.modules.sampling.sampling_1d,Sampling1D,,models,internal_models_namespace,models.common.modules.sampling.sampling_1d
models,models/common/models/llama32_3b/model.py,45,<module>,module,from,models.common.modules.sampling.sampling_1d,Sampling1DConfig,,models,internal_models_namespace,models.common.modules.sampling.sampling_1d
models,models/common/models/llama32_3b/model.py,46,<module>,module,from,models.common.modules.tt_ccl,default_topology,,models,internal_models_namespace,models.common.modules.tt_ccl
models,models/common/models/llama32_3b/model.py,46,<module>,module,from,models.common.modules.tt_ccl,get_tt_ccl,,models,internal_models_namespace,models.common.modules.tt_ccl
models,models/common/models/llama32_3b/model.py,47,<module>,module,from,models.common.tensor_utils,TILE_SIZE,,models,external_models_tt_metal,
models,models/common/models/llama32_3b/model.py,47,<module>,module,from,models.common.tensor_utils,get_padded_hidden_dim,,models,external_models_tt_metal,
models,models/common/models/llama32_3b/model.py,774,Llama32_3BTransformer1D.__init__,nested,from,tqdm,tqdm,,tqdm,third_party_optional,
models,models/common/models/llama32_3b/weight_utils.py,14,<module>,module,from,__future__,annotations,,__future__,stdlib,
models,models/common/models/llama32_3b/weight_utils.py,16,<module>,module,import,math,,,math,stdlib,
models,models/common/models/llama32_3b/weight_utils.py,17,<module>,module,from,pathlib,Path,,pathlib,stdlib,
