source_module,target_module,classification,imported_symbol_count,site_count,symbols
models.common.models.mistral_7b.generator,models.common.models.mistral_7b.model,internal_models_namespace,1,1,Mistral7BPagedAttentionConfig
models.common.models.mistral_7b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.mistral_7b.generator,torch,third_party_base,1,1,
models.common.models.mistral_7b.generator,ttnn,third_party_base,1,1,
models.common.models.mistral_7b.generator,typing,stdlib,1,1,Any
models.common.models.mistral_7b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.mistral_7b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.mistral_7b.hf_adaptor,math,stdlib,1,1,
models.common.models.mistral_7b.hf_adaptor,models.common.models.mistral_7b,internal_models_namespace,1,1,weight_utils
models.common.models.mistral_7b.hf_adaptor,models.common.models.mistral_7b.model,internal_models_namespace,9,1,MISTRAL_ACCURACY|MISTRAL_PERFORMANCE|Mistral7B|Mistral7BLayerWeights|Mistral7BModelParameters|Mistral7BPagedAttentionConfig|Mistral7BPrecisionConfig|Mistral7BWeights|build_mistral_7b_transformer_config
models.common.models.mistral_7b.hf_adaptor,os,stdlib,1,1,
models.common.models.mistral_7b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.mistral_7b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.mistral_7b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.mistral_7b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.mistral_7b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.mistral_7b.model,__future__,stdlib,1,1,annotations
models.common.models.mistral_7b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.mistral_7b.model,loguru,third_party_base,1,1,logger
models.common.models.mistral_7b.model,math,stdlib,1,1,
models.common.models.mistral_7b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.mistral_7b.model,models.common.models.mistral_7b,internal_models_namespace,1,1,weight_utils
models.common.models.mistral_7b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.mistral_7b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.mistral_7b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.mistral_7b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.mistral_7b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.mistral_7b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.mistral_7b.model,models.common.modules.rope.rope_1d,internal_models_namespace,2,1,Rope1DConfig|RotarySetup1D
models.common.models.mistral_7b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.mistral_7b.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.mistral_7b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.mistral_7b.model,os,stdlib,1,1,
models.common.models.mistral_7b.model,pathlib,stdlib,1,1,Path
models.common.models.mistral_7b.model,torch,third_party_base,1,1,
models.common.models.mistral_7b.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.mistral_7b.model,ttnn,third_party_base,1,1,
models.common.models.mistral_7b.model,typing,stdlib,1,1,Any
models.common.models.mistral_7b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.mistral_7b.weight_utils,math,stdlib,1,1,
models.common.models.mistral_7b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.mistral_7b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.mistral_7b.weight_utils,torch,third_party_base,1,1,
models.common.models.mistral_7b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.mistral_7b.weight_utils,typing,stdlib,1,1,Any
models.common.models.phi4,models.common.models.phi4.executor,internal_models_namespace,3,1,Phi4Executor|Phi4ExecutorConfig|build_phi4_executor
models.common.models.phi4,models.common.models.phi4.generator,internal_models_namespace,3,1,Phi4Generator|Phi4GeneratorConfig|build_phi4_generator
models.common.models.phi4,models.common.models.phi4.hf_adaptor,internal_models_namespace,4,1,DEFAULT_HF_MODEL|DEFAULT_HF_REVISION|Phi4ForCausalLM|Phi4RuntimeConfig
models.common.models.phi4,models.common.models.phi4.model,internal_models_namespace,7,1,PHI4_ACCURACY|PHI4_PERFORMANCE|Phi4PagedAttentionConfig|Phi4PrecisionConfig|Phi4Transformer|Phi4TransformerConfig|build_phi4_transformer_config
models.common.models.phi4.executor,__future__,stdlib,1,1,annotations
models.common.models.phi4.executor,dataclasses,stdlib,2,1,dataclass|replace
models.common.models.phi4.executor,models.common.llm_runtime.config,internal_models_namespace,4,1,PageTableLayout|PagedKVCacheConfig|TraceConfig|WarmupConfig
models.common.models.phi4.executor,models.common.llm_runtime.decode,internal_models_namespace,2,1,DecodeRuntime|DecodeRuntimeConfig
models.common.models.phi4.executor,models.common.llm_runtime.execution,internal_models_namespace,2,1,EagerExecutor|TracedExecutor
models.common.models.phi4.executor,models.common.llm_runtime.output_reader,internal_models_namespace,1,1,OutputReader
models.common.models.phi4.executor,models.common.llm_runtime.paged_kv_cache,internal_models_namespace,1,1,PagedKVCacheManager
models.common.models.phi4.executor,models.common.llm_runtime.prefill.config,internal_models_namespace,1,1,PrefillRuntimeConfig
models.common.models.phi4.executor,models.common.llm_runtime.prefill.runtime,internal_models_namespace,1,1,PrefillRuntime
models.common.models.phi4.executor,models.common.llm_runtime.program_compiler,internal_models_namespace,1,1,ProgramCompiler
models.common.models.phi4.executor,models.common.llm_runtime.tensor_resources,internal_models_namespace,1,1,attach_cleanup_failures
models.common.models.phi4.executor,models.common.llm_runtime.trace_compiler,internal_models_namespace,1,1,TraceCompiler
models.common.models.phi4.executor,models.common.llm_runtime.warmup,internal_models_namespace,2,1,WarmupCoordinator|WarmupCoordinatorConfig
models.common.models.phi4.executor,models.common.models.phi4.hf_adaptor,internal_models_namespace,1,1,Phi4ForCausalLM
models.common.models.phi4.executor,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.phi4.executor,models.common.sampling,external_models_tt_metal,1,1,SamplingParams
models.common.models.phi4.executor,torch,third_party_base,1,1,
models.common.models.phi4.executor,typing,stdlib,2,1,Any|Sequence
models.common.models.phi4.generator,__future__,stdlib,1,1,annotations
models.common.models.phi4.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.phi4.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.phi4.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.phi4.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.phi4.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.phi4.generator,models.common.models.phi4.executor,internal_models_namespace,2,1,Phi4ExecutorConfig|build_phi4_executor
models.common.models.phi4.generator,models.common.models.phi4.hf_adaptor,internal_models_namespace,2,1,DEFAULT_HF_REVISION|from_pretrained
models.common.models.phi4.generator,models.common.models.phi4.model,internal_models_namespace,1,1,Phi4PagedAttentionConfig
models.common.models.phi4.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.phi4.generator,torch,third_party_base,1,1,
models.common.models.phi4.generator,ttnn,third_party_base,1,1,
models.common.models.phi4.generator,typing,stdlib,1,1,Any
models.common.models.phi4.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.phi4.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.phi4.hf_adaptor,math,stdlib,1,1,
models.common.models.phi4.hf_adaptor,models.common.models.phi4,internal_models_namespace,1,1,weight_utils
models.common.models.phi4.hf_adaptor,models.common.models.phi4.model,internal_models_namespace,9,1,PHI4_ACCURACY|PHI4_PERFORMANCE|Phi4LayerWeights|Phi4ModelParameters|Phi4PagedAttentionConfig|Phi4PrecisionConfig|Phi4Transformer|Phi4Weights|build_phi4_transformer_config
models.common.models.phi4.hf_adaptor,os,stdlib,1,1,
models.common.models.phi4.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.phi4.hf_adaptor,torch,third_party_base,1,1,
models.common.models.phi4.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.phi4.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.phi4.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.phi4.model,__future__,stdlib,1,1,annotations
models.common.models.phi4.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.phi4.model,loguru,third_party_base,1,1,logger
models.common.models.phi4.model,math,stdlib,1,1,
models.common.models.phi4.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.phi4.model,models.common.models.phi4,internal_models_namespace,1,1,weight_utils
models.common.models.phi4.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.phi4.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.phi4.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.phi4.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.phi4.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.phi4.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.phi4.model,models.common.modules.rope.rope_1d,internal_models_namespace,2,1,Rope1DConfig|RotarySetup1D
models.common.models.phi4.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.phi4.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.phi4.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.phi4.model,os,stdlib,1,1,
models.common.models.phi4.model,pathlib,stdlib,1,1,Path
models.common.models.phi4.model,torch,third_party_base,1,1,
models.common.models.phi4.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.phi4.model,ttnn,third_party_base,1,1,
models.common.models.phi4.model,typing,stdlib,1,1,Any
models.common.models.phi4.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.phi4.weight_utils,math,stdlib,1,1,
models.common.models.phi4.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.phi4.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.phi4.weight_utils,torch,third_party_base,1,1,
models.common.models.phi4.weight_utils,ttnn,third_party_base,1,1,
models.common.models.phi4.weight_utils,typing,stdlib,1,1,Any
models.common.models.qwen25_72b,models.common.models.qwen25_72b.executor,internal_models_namespace,3,1,Qwen25_72BExecutor|Qwen25_72BExecutorConfig|build_qwen25_72b_executor
models.common.models.qwen25_72b,models.common.models.qwen25_72b.generator,internal_models_namespace,3,1,Qwen25_72BGenerator|Qwen25_72BGeneratorConfig|build_qwen25_72b_generator
models.common.models.qwen25_72b,models.common.models.qwen25_72b.hf_adaptor,internal_models_namespace,2,1,Qwen25_72BForCausalLM|from_pretrained
models.common.models.qwen25_72b,models.common.models.qwen25_72b.model,internal_models_namespace,7,1,QWEN25_72B_ACCURACY|QWEN25_72B_PERFORMANCE|Qwen25_72B|Qwen25_72BConfig|Qwen25_72BExecutorRuntimeConfig|Qwen25_72BPagedAttentionConfig|Qwen25_72BPrecisionConfig
models.common.models.qwen25_72b.executor,models.common.models.qwen25_72b.hf_adaptor,internal_models_namespace,1,1,Qwen25_72BForCausalLM
models.common.models.qwen25_72b.executor,models.common.models.qwen25_72b.model,internal_models_namespace,1,1,_slice_last_token_tile
models.common.models.qwen25_72b.executor,models.common.models.qwen2_executor,internal_models_namespace,3,2,Qwen25_72BExecutor|Qwen25_72BExecutorConfig|build_qwen25_72b_executor
models.common.models.qwen25_72b.generator,__future__,stdlib,1,1,annotations
models.common.models.qwen25_72b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.qwen25_72b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.qwen25_72b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.qwen25_72b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.qwen25_72b.generator,models.common.models.qwen25_72b.executor,internal_models_namespace,2,1,Qwen25_72BExecutorConfig|build_qwen25_72b_executor
models.common.models.qwen25_72b.generator,models.common.models.qwen25_72b.hf_adaptor,internal_models_namespace,2,1,DEFAULT_HF_REVISION|from_pretrained
models.common.models.qwen25_72b.generator,models.common.models.qwen25_72b.model,internal_models_namespace,1,1,Qwen25_72BPagedAttentionConfig
models.common.models.qwen25_72b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.qwen25_72b.generator,ttnn,third_party_base,1,1,
models.common.models.qwen25_72b.generator,typing,stdlib,1,1,Any
models.common.models.qwen25_72b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.qwen25_72b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.qwen25_72b.hf_adaptor,math,stdlib,1,1,
models.common.models.qwen25_72b.hf_adaptor,models.common.models.qwen25_72b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen25_72b.hf_adaptor,models.common.models.qwen25_72b.model,internal_models_namespace,10,1,DEFAULT_HF_REVISION|QWEN25_72B_ACCURACY|QWEN25_72B_PERFORMANCE|Qwen25_72B|Qwen25_72BConfig|Qwen25_72BLayerWeights|Qwen25_72BPagedAttentionConfig|Qwen25_72BPrecisionConfig|Qwen25_72BWeights|build_qwen25_72b_model
models.common.models.qwen25_72b.hf_adaptor,os,stdlib,1,1,
models.common.models.qwen25_72b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.qwen25_72b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.qwen25_72b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.qwen25_72b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.qwen25_72b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.qwen25_72b.model,__future__,stdlib,1,1,annotations
models.common.models.qwen25_72b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.qwen25_72b.model,loguru,third_party_base,1,1,logger
models.common.models.qwen25_72b.model,math,stdlib,1,1,
models.common.models.qwen25_72b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.qwen25_72b.model,models.common.models.qwen25_72b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen25_72b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.qwen25_72b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.qwen25_72b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen25_72b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.qwen25_72b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.qwen25_72b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.qwen25_72b.model,models.common.modules.rope.rope_1d,internal_models_namespace,3,1,Rope1DConfig|RotarySetup1D|prepare_rot_idxs
models.common.models.qwen25_72b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,1,1,Sampling1D
models.common.models.qwen25_72b.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.qwen25_72b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.qwen25_72b.model,os,stdlib,1,1,
models.common.models.qwen25_72b.model,pathlib,stdlib,1,1,Path
models.common.models.qwen25_72b.model,torch,third_party_base,1,1,
models.common.models.qwen25_72b.model,ttnn,third_party_base,1,1,
models.common.models.qwen25_72b.model,types,stdlib,1,1,SimpleNamespace
models.common.models.qwen25_72b.model,typing,stdlib,2,1,Any|List
models.common.models.qwen25_72b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.qwen25_72b.weight_utils,math,stdlib,1,1,
models.common.models.qwen25_72b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen25_72b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.qwen25_72b.weight_utils,torch,third_party_base,1,1,
models.common.models.qwen25_72b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.qwen25_72b.weight_utils,typing,stdlib,1,1,Any
models.common.models.qwen25_72b.weights,models.common.models.qwen25_72b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen25_7b,models.common.models.qwen25_7b.executor,internal_models_namespace,2,1,Qwen25Executor|Qwen25ExecutorConfig
models.common.models.qwen25_7b,models.common.models.qwen25_7b.generator,internal_models_namespace,2,1,Qwen25Generator|Qwen25GeneratorConfig
models.common.models.qwen25_7b,models.common.models.qwen25_7b.hf_adaptor,internal_models_namespace,2,1,Qwen25ForCausalLM|Qwen25RuntimeConfig
models.common.models.qwen25_7b,models.common.models.qwen25_7b.model,internal_models_namespace,6,1,QWEN25_7B_ACCURACY|QWEN25_7B_PERFORMANCE|Qwen25PagedAttentionConfig|Qwen25_7B|Qwen25_7BPrecisionConfig|Qwen25_7BTransformerConfig
models.common.models.qwen25_7b.executor,models.common.models.qwen25_7b.hf_adaptor,internal_models_namespace,1,1,Qwen25ForCausalLM
models.common.models.qwen25_7b.executor,models.common.models.qwen2_executor,internal_models_namespace,3,2,Qwen25Executor|Qwen25ExecutorConfig|build_qwen25_7b_executor
models.common.models.qwen25_7b.generator,__future__,stdlib,1,1,annotations
models.common.models.qwen25_7b.generator,collections.abc,stdlib,1,1,Sequence
models.common.models.qwen25_7b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.qwen25_7b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.qwen25_7b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.qwen25_7b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
models.common.models.qwen25_7b.generator,models.common.models.qwen25_7b.executor,internal_models_namespace,2,1,Qwen25ExecutorConfig|build_qwen25_7b_executor
models.common.models.qwen25_7b.generator,models.common.models.qwen25_7b.hf_adaptor,internal_models_namespace,1,1,from_pretrained
models.common.models.qwen25_7b.generator,models.common.models.qwen25_7b.model,internal_models_namespace,1,1,Qwen25PagedAttentionConfig
models.common.models.qwen25_7b.generator,models.tt_transformers.tt.generator,external_models_tttv1,1,1,create_submeshes
models.common.models.qwen25_7b.generator,torch,third_party_base,1,1,
models.common.models.qwen25_7b.generator,ttnn,third_party_base,1,1,
models.common.models.qwen25_7b.generator,typing,stdlib,1,1,Any
models.common.models.qwen25_7b.hf_adaptor,__future__,stdlib,1,1,annotations
models.common.models.qwen25_7b.hf_adaptor,dataclasses,stdlib,2,1,dataclass|field
models.common.models.qwen25_7b.hf_adaptor,models.common.models.qwen25_7b,internal_models_namespace,1,1,weight_utils
models.common.models.qwen25_7b.hf_adaptor,models.common.models.qwen25_7b.model,internal_models_namespace,9,1,QWEN25_7B_ACCURACY|QWEN25_7B_PERFORMANCE|Qwen25PagedAttentionConfig|Qwen25_7B|Qwen25_7BLayerWeights|Qwen25_7BModelParameters|Qwen25_7BPrecisionConfig|Qwen25_7BWeights|build_qwen25_7b_transformer_config
models.common.models.qwen25_7b.hf_adaptor,os,stdlib,1,1,
models.common.models.qwen25_7b.hf_adaptor,pathlib,stdlib,1,1,Path
models.common.models.qwen25_7b.hf_adaptor,torch,third_party_base,1,1,
models.common.models.qwen25_7b.hf_adaptor,transformers,third_party_optional,3,1,AutoConfig|AutoModelForCausalLM|AutoTokenizer
models.common.models.qwen25_7b.hf_adaptor,ttnn,third_party_base,1,1,
models.common.models.qwen25_7b.hf_adaptor,typing,stdlib,1,1,Any
models.common.models.qwen25_7b.model,__future__,stdlib,1,1,annotations
models.common.models.qwen25_7b.model,dataclasses,stdlib,3,1,dataclass|field|replace
models.common.models.qwen25_7b.model,loguru,third_party_base,1,1,logger
models.common.models.qwen25_7b.model,math,stdlib,1,1,
models.common.models.qwen25_7b.model,models.common.lightweightmodule,external_models_tt_metal,1,1,LightweightModule
models.common.models.qwen25_7b.model,models.common.modules.attention.attention_1d,internal_models_namespace,4,1,Attention1D|Attention1DConfig|_dram_matmul_config|_dram_shard_core_grid
models.common.models.qwen25_7b.model,models.common.modules.embedding.embedding_1d,internal_models_namespace,2,1,Embedding1D|Embedding1DConfig
models.common.models.qwen25_7b.model,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen25_7b.model,models.common.modules.lm_head.lm_head_1d,internal_models_namespace,3,1,LMHead1D|LMHead1DConfig|_nearest_32
models.common.models.qwen25_7b.model,models.common.modules.mlp.mlp_1d,internal_models_namespace,3,1,MLP1D|MLP1DConfig|_dram_shard_core_grid_k_n
models.common.models.qwen25_7b.model,models.common.modules.rmsnorm.rmsnorm_1d,internal_models_namespace,3,1,RMSNorm1D|RMSNorm1DConfig|_create_sharded_norm_program_config
models.common.models.qwen25_7b.model,models.common.modules.rope.rope_1d,internal_models_namespace,3,1,Rope1DConfig|RotarySetup1D|prepare_rot_idxs
models.common.models.qwen25_7b.model,models.common.modules.sampling.sampling_1d,internal_models_namespace,2,1,Sampling1D|Sampling1DConfig
models.common.models.qwen25_7b.model,models.common.modules.tt_ccl,internal_models_namespace,2,1,default_topology|get_tt_ccl
models.common.models.qwen25_7b.model,models.common.tensor_utils,external_models_tt_metal,2,1,TILE_SIZE|get_padded_hidden_dim
models.common.models.qwen25_7b.model,pathlib,stdlib,1,1,Path
models.common.models.qwen25_7b.model,torch,third_party_base,1,1,
models.common.models.qwen25_7b.model,tqdm,third_party_optional,1,1,tqdm
models.common.models.qwen25_7b.model,ttnn,third_party_base,1,1,
models.common.models.qwen25_7b.model,typing,stdlib,1,1,Any
models.common.models.qwen25_7b.weight_utils,__future__,stdlib,1,1,annotations
models.common.models.qwen25_7b.weight_utils,math,stdlib,1,1,
models.common.models.qwen25_7b.weight_utils,models.common.modules.lazy_weight,internal_models_namespace,1,1,LazyWeight
models.common.models.qwen25_7b.weight_utils,pathlib,stdlib,1,1,Path
models.common.models.qwen25_7b.weight_utils,torch,third_party_base,1,1,
models.common.models.qwen25_7b.weight_utils,ttnn,third_party_base,1,1,
models.common.models.qwen25_7b.weight_utils,typing,stdlib,1,1,Any
models.common.models.qwen25_coder_32b,models.common.models.qwen25_coder_32b.executor,internal_models_namespace,5,1,EagerQwen25Coder32BExecutor|Qwen25Coder32BExecutor|Qwen25Coder32BExecutorConfig|TracedQwen25Coder32BExecutor|build_qwen25_coder_32b_executor
models.common.models.qwen25_coder_32b,models.common.models.qwen25_coder_32b.generator,internal_models_namespace,3,1,Qwen25Coder32BGenerator|Qwen25Coder32BGeneratorConfig|build_qwen25_coder_32b_generator
models.common.models.qwen25_coder_32b,models.common.models.qwen25_coder_32b.hf_adaptor,internal_models_namespace,2,1,Qwen25Coder32BForCausalLM|from_pretrained
models.common.models.qwen25_coder_32b,models.common.models.qwen25_coder_32b.model,internal_models_namespace,9,1,QWEN25_CODER_32B_ACCURACY|QWEN25_CODER_32B_PERFORMANCE|Qwen25Coder32B|Qwen25Coder32BConfig|Qwen25Coder32BLayerWeights|Qwen25Coder32BPagedAttentionConfig|Qwen25Coder32BPrecisionConfig|Qwen25Coder32BWeights|build_qwen25_coder_32b_model
models.common.models.qwen25_coder_32b.demo,__future__,stdlib,1,1,annotations
models.common.models.qwen25_coder_32b.demo,csv,stdlib,1,1,
models.common.models.qwen25_coder_32b.demo,gc,stdlib,1,1,
models.common.models.qwen25_coder_32b.demo,models.common.models.qwen25_coder_32b.executor,internal_models_namespace,4,1,EagerQwen25Coder32BExecutor|TracedQwen25Coder32BExecutor|run_lm_head|run_prefill
models.common.models.qwen25_coder_32b.demo,models.common.models.qwen25_coder_32b.generator,internal_models_namespace,2,1,greedy_argmax_from_logits|greedy_decode_one_step
models.common.models.qwen25_coder_32b.demo,models.common.models.qwen25_coder_32b.model,internal_models_namespace,3,2,Qwen25Coder32B|Qwen25Coder32BDecoderLayer|_all_gather_rmsnorm_tensor
models.common.models.qwen25_coder_32b.demo,models.common.tests.demos.cleanup_utils,external_models_test,1,1,cleanup_model_case
models.common.models.qwen25_coder_32b.demo,models.common.tests.demos.run_helpers,external_models_test,1,1,make_contiguous_page_table
models.common.models.qwen25_coder_32b.demo,models.common.utility_functions,external_models_tt_metal,1,1,comp_pcc
models.common.models.qwen25_coder_32b.demo,os,stdlib,1,1,
models.common.models.qwen25_coder_32b.demo,pytest,third_party_test,1,1,
models.common.models.qwen25_coder_32b.demo,torch,third_party_base,1,1,
models.common.models.qwen25_coder_32b.demo,transformers,third_party_optional,2,1,AutoConfig|AutoModelForCausalLM
models.common.models.qwen25_coder_32b.demo,ttnn,third_party_base,1,1,
models.common.models.qwen25_coder_32b.executor,models.common.llm_runtime.config,internal_models_namespace,3,1,PagedKVCacheConfig|TraceConfig|WarmupConfig
models.common.models.qwen25_coder_32b.executor,models.common.models.qwen25_coder_32b.hf_adaptor,internal_models_namespace,1,1,Qwen25Coder32BForCausalLM
models.common.models.qwen25_coder_32b.executor,models.common.models.qwen25_coder_32b.model,internal_models_namespace,1,1,_slice_last_token_tile
models.common.models.qwen25_coder_32b.executor,models.common.models.qwen2_executor,internal_models_namespace,3,2,Qwen25Coder32BExecutor|Qwen25Coder32BExecutorConfig|build_qwen25_coder_32b_executor
models.common.models.qwen25_coder_32b.executor,ttnn,third_party_base,1,1,
models.common.models.qwen25_coder_32b.generator,__future__,stdlib,1,1,annotations
models.common.models.qwen25_coder_32b.generator,dataclasses,stdlib,1,1,dataclass
models.common.models.qwen25_coder_32b.generator,models.common.llm_runtime.config,internal_models_namespace,4,1,PagedKVCacheConfig|TraceConfig|TraceMode|WarmupConfig
models.common.models.qwen25_coder_32b.generator,models.common.llm_runtime.lane_group,internal_models_namespace,1,1,LaneGroupExecutor
models.common.models.qwen25_coder_32b.generator,models.common.llm_runtime.vllm_adapter,internal_models_namespace,3,1,NormalizedPrefillKwargs|VLLMAdapter|VLLMAdapterConfig
