layer,source_path,line,qualname,kind,signature,decorators,export_status
models,models/common/models/qwen2_7b/model.py,914,Qwen2_7B.prepare_prefill_rot_mats,method,"(self, position_indices: ttnn.Tensor) -> tuple[ttnn.Tensor, ttnn.Tensor]",,class_member
models,models/common/models/qwen2_7b/model.py,931,Qwen2_7B.embed_decode,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,936,Qwen2_7B.embed_prefill,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,940,Qwen2_7B.prefill_forward,method,"(self, x_embed: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, get_last_token: int=-1, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,997,Qwen2_7B.post_process_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,1035,Qwen2_7B.post_process_batched_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx_list: list[int], padded_batch: int, prefill_seq_len: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,1072,Qwen2_7B.decode_forward,method,"(self, x_embed: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,1086,Qwen2_7B.gather_and_untilize_logits,method,"(self, logits: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,1103,Qwen2_7B.increment_positions,method,"(self, current_pos: ttnn.Tensor, rot_mat_idxs: ttnn.Tensor) -> None",,class_member
models,models/common/models/qwen2_7b/model.py,1107,Qwen2_7B.prefill_from_token_ids,method,"(self, token_ids_tt: ttnn.Tensor, *, start_pos: int=0, user_id: int=0) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,1119,Qwen2_7B.decode_from_token_ids,method,"(self, token_ids_tt: ttnn.Tensor, *, current_pos: int) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/model.py,1139,Qwen2_7B.lm_logits,method,"(self, hidden: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/qwen2_7b/weight_utils.py,24,reverse_permute,function,"(tensor: torch.Tensor, n_heads: int, dim1: int, dim2: int) -> torch.Tensor",,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,29,reverse_permute_1d,function,(tensor: torch.Tensor) -> torch.Tensor,,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,40,permute_hf_rope_to_meta_tables,function,"(cos: torch.Tensor, sin: torch.Tensor) -> tuple[torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,54,build_rope_cos_sin_torch,function,"(rotary_emb: Any, table_len: int, head_dim: int, dtype: torch.dtype) -> tuple[torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,66,attention_wqkv_wo_from_hf_layer,function,"(self_attn: Any, num_devices: int) -> tuple[torch.Tensor, torch.Tensor, torch.Tensor | None, torch.Tensor | None, torch.Tensor | None]",,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,130,mlp_weights_from_hf_layer,function,"(mlp: Any) -> tuple[torch.Tensor, torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,138,rms_weight_torch,function,(layernorm: Any) -> torch.Tensor,,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,142,embed_tokens_torch,function,(embed: Any) -> torch.Tensor,,candidate_no___all__
models,models/common/models/qwen2_7b/weight_utils.py,147,build_lm_head_lazy_weights,function,"(mesh_device: ttnn.MeshDevice, lm_head_weight: torch.Tensor, *, dim: int, vocab_size: int, max_columns_per_device: int=8192, dtype: ttnn.DataType=ttnn.bfloat8_b, cache_dir: Path | None=None) -> tuple[list[LazyWeight], list[int], list[ttnn.MemoryConfig]]",,candidate_no___all__
models,models/common/models/qwen2_executor.py,27,Qwen2ExecutorConfig,class,(ModelExecutorConfig),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen2_executor.py,32,Qwen25ExecutorConfig,class,(ModelExecutorConfig),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen2_executor.py,37,Qwen25_72BExecutorConfig,class,(ModelExecutorConfig),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen2_executor.py,42,Qwen25Coder32BExecutorConfig,class,(ModelExecutorConfig),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen2_executor.py,71,_ExecutorFacadeSurface.model_config,method,(self),property,class_member
models,models/common/models/qwen2_executor.py,78,_ExecutorFacadeSurface.cluster_shape,method,(self) -> list[int],property,class_member
models,models/common/models/qwen2_executor.py,85,_ExecutorFacadeSurface.paged_kv_cache_config,method,(self),property,class_member
models,models/common/models/qwen2_executor.py,92,_ExecutorFacadeSurface.terminal,method,(self) -> bool,property,class_member
models,models/common/models/qwen2_executor.py,99,_ExecutorFacadeSurface.already_warmed_up_prefill,method,(self) -> bool,property,class_member
models,models/common/models/qwen2_executor.py,106,_ExecutorFacadeSurface.already_warmed_up_prefill,method,"(self, value: bool) -> None",already_warmed_up_prefill.setter,class_member
models,models/common/models/qwen2_executor.py,124,_ExecutorFacadeSurface.cleanup,method,(self) -> None,,class_member
models,models/common/models/qwen2_executor.py,192,_Qwen2RequestSurface.compile_prefill,method,"(self, *, tokens: torch.Tensor, page_table: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/qwen2_executor.py,216,_Qwen2RequestSurface.compile_decode,method,"(self, *, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/qwen2_executor.py,238,_Qwen2RequestSurface.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/qwen2_executor.py,262,_Qwen2RequestSurface.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, read_from_device: bool=True, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/qwen2_executor.py,346,Qwen2Executor,class,(),_with_executor_facade|_with_qwen2_request_surface,candidate_no___all__
models,models/common/models/qwen2_executor.py,354,Qwen2Executor.__init__,method,"(self, model: Any, runtime_config: Any, config: Qwen2ExecutorConfig) -> None",,class_member
models,models/common/models/qwen2_executor.py,370,Qwen25Executor,class,(),_with_executor_facade|_with_qwen2_request_surface,candidate_no___all__
models,models/common/models/qwen2_executor.py,378,Qwen25Executor.__init__,method,"(self, model: Any, runtime_config: Any, config: Qwen25ExecutorConfig) -> None",,class_member
models,models/common/models/qwen2_executor.py,394,Qwen25_72BExecutor,class,(),_with_executor_facade|_with_qwen2_request_surface,candidate_no___all__
models,models/common/models/qwen2_executor.py,402,Qwen25_72BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: Qwen25_72BExecutorConfig) -> None",,class_member
models,models/common/models/qwen2_executor.py,415,Qwen25_72BExecutor.allocate_kv_cache,method,"(self, kv_cache_shape=None, dtype=None, num_layers=None)",,class_member
models,models/common/models/qwen2_executor.py,426,Qwen25Coder32BExecutor,class,(),_with_executor_facade|_with_qwen2_request_surface,candidate_no___all__
models,models/common/models/qwen2_executor.py,434,Qwen25Coder32BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: Qwen25Coder32BExecutorConfig) -> None",,class_member
models,models/common/models/qwen2_executor.py,447,Qwen25Coder32BExecutor.allocate_kv_cache,method,"(self, kv_cache_shape=None, dtype=None, num_layers=None)",,class_member
models,models/common/models/qwen2_executor.py,523,build_qwen2_7b_executor,function,"(llm: Any, config: Qwen2ExecutorConfig) -> Qwen2Executor",,candidate_no___all__
models,models/common/models/qwen2_executor.py,527,build_qwen25_7b_executor,function,"(llm: Any, config: Qwen25ExecutorConfig) -> Qwen25Executor",,candidate_no___all__
models,models/common/models/qwen2_executor.py,531,build_qwen25_72b_executor,function,"(llm: Any, config: Qwen25_72BExecutorConfig) -> Qwen25_72BExecutor",,candidate_no___all__
models,models/common/models/qwen2_executor.py,535,build_qwen25_coder_32b_executor,function,"(llm: Any, config: Qwen25Coder32BExecutorConfig) -> Qwen25Coder32BExecutor",,candidate_no___all__
models,models/common/models/qwen3_32b/__init__.py,22,EagerQwen3_32BExecutor,explicit_export,re-export of models.common.models.qwen3_32b.executor.EagerQwen3_32BExecutor,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,QWEN3_32B_ACCURACY,explicit_export,re-export of models.common.models.qwen3_32b.model.QWEN3_32B_ACCURACY,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,QWEN3_32B_PERFORMANCE,explicit_export,re-export of models.common.models.qwen3_32b.model.QWEN3_32B_PERFORMANCE,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,Qwen3_32B,explicit_export,re-export of models.common.models.qwen3_32b.model.Qwen3_32B,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,Qwen3_32BConfig,explicit_export,re-export of models.common.models.qwen3_32b.model.Qwen3_32BConfig,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,Qwen3_32BExecutorRuntimeConfig,explicit_export,re-export of models.common.models.qwen3_32b.model.Qwen3_32BExecutorRuntimeConfig,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,Qwen3_32BGenerator,explicit_export,re-export of models.common.models.qwen3_32b.generator.Qwen3_32BGenerator,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,Qwen3_32BGeneratorConfig,explicit_export,re-export of models.common.models.qwen3_32b.generator.Qwen3_32BGeneratorConfig,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,Qwen3_32BPagedAttentionConfig,explicit_export,re-export of models.common.models.qwen3_32b.model.Qwen3_32BPagedAttentionConfig,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,Qwen3_32BPrecisionConfig,explicit_export,re-export of models.common.models.qwen3_32b.model.Qwen3_32BPrecisionConfig,,explicit
models,models/common/models/qwen3_32b/__init__.py,22,TracedQwen3_32BExecutor,explicit_export,re-export of models.common.models.qwen3_32b.executor.TracedQwen3_32BExecutor,,explicit
models,models/common/models/qwen3_32b/demo.py,63,device_params,function,"(request, galaxy_type)",pytest.fixture,candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,83,pytestmark,constant_or_value," = [pytest.mark.parametrize('mesh_device', [{'T3K': (1, 8)}.get(os.environ.get('MESH_DEVICE'), len(ttnn.get_device_ids()))], indirect=True), pytest.mark.parametrize('device_params', [{'fabric_config': True}], indirect=True)]",,candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,94,hf_model_id,function,(),pytest.fixture(scope='module'),candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,103,test_qwen3_32b_prefill_smoke,function,"(mesh_device, hf_model_id, seq_len: int, tmp_path_factory)","_slow|pytest.mark.parametrize('seq_len', [128])",candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,142,test_qwen3_32b_decode_one_step,function,"(mesh_device, hf_model_id, tmp_path_factory)",_slow,candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,187,test_qwen3_32b_executor_prefill_smoke,function,"(mesh_device, hf_model_id, seq_len: int, tmp_path_factory)","_slow|pytest.mark.parametrize('seq_len', [128])",candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,232,test_qwen3_32b_teacher_forcing_prefill_vs_hf,function,"(mesh_device, hf_model_id, tmp_path_factory)",_slow,candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,305,test_qwen3_32b_eager_traced_prefill_logits_match,function,"(mesh_device, hf_model_id, tmp_path_factory)",_slow,candidate_no___all__
models,models/common/models/qwen3_32b/demo.py,365,test_qwen3_32b_numerical_divergence_vs_hf,function,"(mesh_device, hf_model_id, tmp_path_factory)",_slow,candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,32,Qwen3_32BExecutorConfig,class,(ModelExecutorConfig),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,58,_ExecutorFacadeSurface.model_config,method,(self),property,class_member
models,models/common/models/qwen3_32b/executor.py,63,_ExecutorFacadeSurface.cluster_shape,method,(self) -> list[int],property,class_member
models,models/common/models/qwen3_32b/executor.py,68,_ExecutorFacadeSurface.paged_kv_cache_config,method,(self) -> PagedKVCacheConfig,property,class_member
models,models/common/models/qwen3_32b/executor.py,73,_ExecutorFacadeSurface.terminal,method,(self) -> bool,property,class_member
models,models/common/models/qwen3_32b/executor.py,78,_ExecutorFacadeSurface.already_warmed_up_prefill,method,(self) -> bool,property,class_member
models,models/common/models/qwen3_32b/executor.py,83,_ExecutorFacadeSurface.already_warmed_up_prefill,method,"(self, value: bool) -> None",already_warmed_up_prefill.setter,class_member
models,models/common/models/qwen3_32b/executor.py,147,Qwen3_32BExecutor,class,(),_with_executor_facade,candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,154,Qwen3_32BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: Qwen3_32BExecutorConfig) -> None",,class_member
models,models/common/models/qwen3_32b/executor.py,259,build_qwen3_32b_executor,function,"(llm: Qwen3_32BForCausalLM, config: Qwen3_32BExecutorConfig) -> Qwen3_32BExecutor",,candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,296,EagerQwen3_32BExecutor,class,(Qwen3_32BExecutor),,candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,299,EagerQwen3_32BExecutor.__init__,method,"(self, model, mesh_device)",,class_member
models,models/common/models/qwen3_32b/executor.py,308,TracedQwen3_32BExecutor,class,(Qwen3_32BExecutor),,candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,311,TracedQwen3_32BExecutor.__init__,method,"(self, model, mesh_device, ondevice_decode_loop: bool=False, fast_prefill_last_token: bool=False, trace_mode: str='all')",,class_member
models,models/common/models/qwen3_32b/executor.py,335,run_prefill,function,"(model, token_ids_tt, *, start_pos: int=0)",,candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,339,run_decode,function,"(model, token_id_tt, *, current_pos: int)",,candidate_no___all__
models,models/common/models/qwen3_32b/executor.py,343,run_lm_head,function,"(model, hidden_tt)",,candidate_no___all__
models,models/common/models/qwen3_32b/generator.py,23,Qwen3_32BGeneratorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen3_32b/generator.py,55,Qwen3_32BGenerator,class,(),,candidate_no___all__
models,models/common/models/qwen3_32b/generator.py,65,Qwen3_32BGenerator.__init__,method,"(self, target: Any, adapter: VLLMAdapter)",,class_member
models,models/common/models/qwen3_32b/generator.py,70,Qwen3_32BGenerator.model,method,(self),property,class_member
models,models/common/models/qwen3_32b/generator.py,74,Qwen3_32BGenerator.model_args,method,(self),property,class_member
models,models/common/models/qwen3_32b/generator.py,78,Qwen3_32BGenerator.mesh_device,method,(self),property,class_member
models,models/common/models/qwen3_32b/generator.py,82,Qwen3_32BGenerator.cache_path,method,(self),property,class_member
models,models/common/models/qwen3_32b/generator.py,86,Qwen3_32BGenerator.already_warmed_up_prefill,method,(self),property,class_member
models,models/common/models/qwen3_32b/generator.py,90,Qwen3_32BGenerator.already_warmed_up_prefill,method,"(self, value)",already_warmed_up_prefill.setter,class_member
models,models/common/models/qwen3_32b/generator.py,94,Qwen3_32BGenerator.get_max_tokens_all_users,method,"(cls, model_name: str='', num_devices: int=1, tt_data_parallel: int=1, max_model_len: int=0, max_num_seqs: int=1) -> int",classmethod,class_member
models,models/common/models/qwen3_32b/generator.py,105,Qwen3_32BGenerator.initialize_vllm_model,method,"(cls, hf_config, mesh_device, max_batch_size, max_seq_len, n_layers=None, tt_data_parallel=1, optimizations='performance', trace_mode: TraceMode='all', device_sampling_enabled: bool=True)",classmethod,class_member
models,models/common/models/qwen3_32b/generator.py,134,Qwen3_32BGenerator.allocate_kv_cache,method,"(self, kv_cache_shape=None, dtype=None, num_layers=None)",,class_member
models,models/common/models/qwen3_32b/generator.py,147,Qwen3_32BGenerator.prefill_forward,method,"(self, tokens, page_table, *, enable_trace: bool, prompt_lens=None, start_pos=None, empty_slots=None, kv_cache=None, sampling_params=None, **compatibility_kwargs)",,class_member
models,models/common/models/qwen3_32b/generator.py,174,Qwen3_32BGenerator.decode_forward,method,"(self, tokens, start_pos, page_table, *, enable_trace: bool, kv_cache=None, sampling_params=None, reset_batch=False, read_from_device=True, **compatibility_kwargs)",,class_member
models,models/common/models/qwen3_32b/generator.py,200,Qwen3_32BGenerator.read_decode_output,method,"(self, tt_out: Any, *, async_read: bool=False) -> Any",,class_member
models,models/common/models/qwen3_32b/generator.py,203,Qwen3_32BGenerator.process_decode_output_host,method,"(self, tt_out: Any, *, is_tokens: bool=False) -> tuple[Any, Any]",,class_member
models,models/common/models/qwen3_32b/generator.py,206,Qwen3_32BGenerator.warmup_model_prefill,method,"(self, *, kv_cache, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/qwen3_32b/generator.py,213,Qwen3_32BGenerator.warmup_model_decode,method,"(self, *, kv_cache, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/qwen3_32b/generator.py,224,Qwen3_32BGenerator.cleanup,method,(self),,class_member
models,models/common/models/qwen3_32b/generator.py,242,build_qwen3_32b_generator,function,(config: Qwen3_32BGeneratorConfig) -> Qwen3_32BGenerator,,candidate_no___all__
models,models/common/models/qwen3_32b/hf_adaptor.py,26,DEFAULT_HF_MODEL,constant_or_value, = 'Qwen/Qwen3-32B',,candidate_no___all__
models,models/common/models/qwen3_32b/hf_adaptor.py,36,Qwen3_32BGenerationConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen3_32b/hf_adaptor.py,45,Qwen3_32BRuntimeConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen3_32b/hf_adaptor.py,63,Qwen3_32BRuntimeConfig.can_enable_trace,method,"(self, prefill_seq_len: int, num_cached_tokens: int=0) -> bool",,class_member
models,models/common/models/qwen3_32b/hf_adaptor.py,85,encode_prompt,function,"(tokenizer, prompt_text, system_prompt_text=None, *, instruct=True)",,candidate_no___all__
models,models/common/models/qwen3_32b/hf_adaptor.py,103,Qwen3_32BForCausalLM,class,(),dataclass,candidate_no___all__
models,models/common/models/qwen3_32b/hf_adaptor.py,122,Qwen3_32BForCausalLM.model_name,method,(self),property,class_member
models,models/common/models/qwen3_32b/hf_adaptor.py,126,Qwen3_32BForCausalLM.model_cache_path,method,(self),property,class_member
models,models/common/models/qwen3_32b/hf_adaptor.py,130,Qwen3_32BForCausalLM.max_seq_len,method,(self),property,class_member
models,models/common/models/qwen3_32b/hf_adaptor.py,134,Qwen3_32BForCausalLM.max_context_len,method,(self),property,class_member
models,models/common/models/qwen3_32b/hf_adaptor.py,137,Qwen3_32BForCausalLM.encode_prompt,method,"(self, prompt_text, system_prompt_text=None, instruct=None)",,class_member
models,models/common/models/qwen3_32b/hf_adaptor.py,145,Qwen3_32BForCausalLM.encode_chat,method,"(self, messages)",,class_member
models,models/common/models/qwen3_32b/hf_adaptor.py,149,load_tokenizer,function,"(hf_model: str, hf_revision: str | None=DEFAULT_HF_REVISION)",,candidate_no___all__
models,models/common/models/qwen3_32b/hf_adaptor.py,226,from_pretrained,function,"(mesh_device, *, hf_model: str=DEFAULT_HF_MODEL, hf_revision: str | None=DEFAULT_HF_REVISION, instruct: bool=True, max_batch_size: int=32, max_seq_len: int=4096, optimizations: str | Qwen3_32BPrecisionConfig='accuracy', n_layers: int | None=None, dtype=ttnn.bfloat8_b, paged_attention_config: Qwen3_32BPagedAttentionConfig | None=None, cache_dir: Path | str | None=None) -> Qwen3_32BForCausalLM",,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,50,DEFAULT_HF_REVISION,constant_or_value, = '9216db5781bf21249d130ec9da846c4624c16137',,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,51,QWEN3_32B_INTERMEDIATE_SIZE,constant_or_value, = 25600,,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,57,QWEN3_32B_BH_TP4_CLUSTER_TYPES,constant_or_value," = (ttnn.cluster.ClusterType.P150_X4, ttnn.cluster.ClusterType.P300_X2)",,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,90,Qwen3_32BPagedAttentionConfig,class,(),dataclass,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,98,Qwen3_32BExecutorRuntimeConfig,class,(),dataclass,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,132,Qwen3_32BExecutorRuntimeConfig.can_enable_trace,method,"(self, prefill_seq_len: int, num_cached_tokens: int=0) -> bool",,class_member
models,models/common/models/qwen3_32b/model.py,144,Qwen3_32BConfig,class,(),dataclass,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,227,Qwen3_32BPrecisionConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/qwen3_32b/model.py,287,QWEN3_32B_ACCURACY,constant_or_value, = Qwen3_32BPrecisionConfig(lm_head_dtype=ttnn.bfloat8_b),,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,301,QWEN3_32B_PERFORMANCE,constant_or_value," = Qwen3_32BPrecisionConfig(wqkv_dtype=ttnn.bfloat8_b, wo_dtype=ttnn.bfloat8_b, kv_cache_dtype=ttnn.bfloat8_b, mlp_w1_w3_dtype=ttnn.bfloat4_b, mlp_prefill_ff1_ff3_kernel=_LOFI_COMPUTE_KERNEL_CFG, mlp_decode_ff1_ff3_kernel=_LOFI_COMPUTE_KERN...",,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,691,Qwen3_32BDecoderLayer,class,(LightweightModule),,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,692,Qwen3_32BDecoderLayer.__init__,method,"(self, *, input_layernorm: RMSNorm1D, self_attn: Attention1D, post_attention_layernorm: RMSNorm1D, mlp: MLP1D)",,class_member
models,models/common/models/qwen3_32b/model.py,710,Qwen3_32BDecoderLayer.prefill_forward,method,"(self, x: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], *, user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,745,Qwen3_32BDecoderLayer.decode_forward,method,"(self, x: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,766,Qwen3_32B,class,(LightweightModule),,candidate_no___all__
models,models/common/models/qwen3_32b/model.py,776,Qwen3_32B.__init__,method,"(self, cfg: Qwen3_32BConfig, embed: Embedding1D, rope_setup: RotarySetup1D, layers: List[Qwen3_32BDecoderLayer], norm: RMSNorm1D, lm_head: LMHead1D, mesh_device: ttnn.MeshDevice)",,class_member
models,models/common/models/qwen3_32b/model.py,834,Qwen3_32B.n_kv_heads,method,(self) -> int,property,class_member
models,models/common/models/qwen3_32b/model.py,838,Qwen3_32B.from_pretrained,method,"(cls, mesh_device: ttnn.MeshDevice, hf_model_id: str='Qwen/Qwen3-32B', *, revision: str | None=DEFAULT_HF_REVISION, max_batch_size: int=32, max_seq_len: int=4096, num_layers: int | None=None, cache_dir: Path | str | None=None, precision: Qwen3_32BPrecisionConfig=QWEN3_32B_ACCURACY, block_size: int=32, executor_mode: bool=False, disable_batched_prefill: bool | None=None) -> Qwen3_32B",classmethod,class_member
models,models/common/models/qwen3_32b/model.py,1049,Qwen3_32B.iter_executor_named_modules,method,(self),,class_member
models,models/common/models/qwen3_32b/model.py,1066,Qwen3_32B.configure_paged_attention,method,"(self, *, block_size: int, max_num_blocks: int) -> None",,class_member
models,models/common/models/qwen3_32b/model.py,1083,Qwen3_32B.prepare_prefill_rot_mats,method,"(self, position_indices: ttnn.Tensor) -> tuple[ttnn.Tensor, ttnn.Tensor]",,class_member
models,models/common/models/qwen3_32b/model.py,1100,Qwen3_32B.set_kv_cache,method,"(self, kv_cache: list | None) -> None",,class_member
models,models/common/models/qwen3_32b/model.py,1123,Qwen3_32B.embed_decode,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,1128,Qwen3_32B.embed_prefill,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,1132,Qwen3_32B.prefill_forward,method,"(self, x_embed: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, get_last_token: int=-1, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,1189,Qwen3_32B.post_process_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,1217,Qwen3_32B.post_process_batched_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx_list: list[int], padded_batch: int, prefill_seq_len: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,1253,Qwen3_32B.decode_forward,method,"(self, x_embed: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,1270,Qwen3_32B.gather_and_untilize_logits,method,"(self, logits: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/qwen3_32b/model.py,1287,Qwen3_32B.increment_positions,method,"(self, current_pos: ttnn.Tensor, rot_mat_idxs: ttnn.Tensor) -> None",,class_member
models,models/common/models/qwen3_32b/model.py,1291,Qwen3_32B.prefill_from_token_ids,method,"(self, token_ids_tt: ttnn.Tensor, *, start_pos: int=0, user_id: int=0) -> ttnn.Tensor",,class_member
