source_path,source_blob_sha,source_git_mode,category,disposition,destination_path,destination_sha256,destination_mode,raw_blob_size,destination_size,exact_raw_copy,transformation,boundary_cleanup
models/common/models/llama3_8b/README.md,39cdea628ae88776a846c75f6413dea2bf91523d,100644,model_documentation,renamed,examples/llama3_8b/README.md,e352b177bf10d7eef5ba20dc0c8e45f15153f5bd4516a2f025ef0b543a776352,0644,17566,17566,true,content_preserving_path_move,false
models/common/tests/demos/llama3_8b/demo.py,5d0ff9235b1a965452afb5115fd374c9dcb48711,100644,test_hybrid_demo,split,examples/llama3_8b/demo.py,a8b8bf629bc016b3e7decac34444b341f90d5572126c6ed65cf90aa3b07ab634,0644,51951,51934,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=15,true
models/common/tests/demos/llama3_8b/demo_utils.py,6590bd283b820469b2b1f02065c52fe7309700d2,100644,boundary_support,split,examples/llama3_8b/demo_utils.py,79f8466fe5fae91c7cfe8190e807c89a4e291d2f6448bfff38343747bd293d78,0644,7999,7999,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/common/tests/demos/llama3_8b/reference_outputs/Llama-3.1-8B-Instruct.refpt,b5ee1619faa9824ed607befe5aff486046c8d8c7,100644,qualification_asset,split,examples/llama3_8b/reference_outputs/Llama-3.1-8B-Instruct.refpt,0e5814d840967729f86f21a1864dfacf94ac36ba6bb27b6e205596da9b9290b5,0644,50426,50426,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,false
models/common/tests/demos/llama3_8b/sample_prompts/input_data_questions_prefill_128.json,a18cf6f4622f46dbafbbcfaee0a5a25d30a4292d,100644,qualification_asset,split,examples/llama3_8b/sample_prompts/input_data_questions_prefill_128.json,bb9b058fd614ef03c0ff98b68c981089c4bd2a2565c2ec068edcc5d575dd523d,0644,12586,12586,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,false
models/common/models/mistral_7b/README.md,5033f04b0a379b225fecaa2f308ef29a8c81b877,100644,model_documentation,renamed,examples/mistral_7b/README.md,2012d78830a9e619406c3012becdf757f19a2b6af8719853036d4d8bbefd2ba5,0644,2732,2732,true,content_preserving_path_move,false
models/common/tests/demos/mistral_7b/demo.py,ce14cff6576a7761f47e6f02bc3b8111c9403e0f,100644,test_hybrid_demo,split,examples/mistral_7b/demo.py,1b5dff9d986fdb45d1ecd2d2e17b94e9e258bdd5df0bb976cef1f8db71446443,0644,54807,54805,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/models/phi4/README.md,dfd61b3e7d996e7b918c4bc5e58d23c39585b3b1,100644,model_documentation,renamed,examples/phi4/README.md,fccdce071ccf517b185c1dfb9ff1770b39a8d01a2b134eab90446abdcc84291a,0644,2671,2671,true,content_preserving_path_move,false
models/common/tests/demos/phi4/__init__.py,e13459ada2877a67fad216d55a31379cb8db5e78,100644,example_support,renamed,examples/phi4/__init__.py,501d5b563ca412fa21db82bf39117b5480ecf99bcaf11996b9c3d5f1093bb9a8,0644,94,94,true,content_preserving_path_move,false
models/common/tests/demos/phi4/demo.py,684edcb5d70ec3dfce929521ef16e1c465c27a81,100644,test_hybrid_demo,split,examples/phi4/demo.py,349867061604496c6816f5994bc11504cf6963109c7224a4188648864a91bd16,0644,58923,58921,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/models/qwen25_72b/README.md,f9197138b5306949803ce9d2461ba0d981ab0074,100644,model_documentation,renamed,examples/qwen25_72b/README.md,e2b4ee49c0128052aaa08fc12bf76fb99b1f04b4648e96ec744d539a27ef3733,0644,1899,1899,true,content_preserving_path_move,false
models/common/tests/demos/qwen25_72b/demo.py,cdd379606cb406faa96e61512d7e2784ae608d0e,100644,test_hybrid_demo,split,examples/qwen25_72b/demo.py,d1b5aee5325d725bf17742408ddf8030ea60099fcaf85103b6b5a201923fd458,0644,58159,58163,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=10,true
models/common/models/qwen25_7b/README.md,ffb43813529c601b60139c52f73e531890bc2958,100644,model_documentation,renamed,examples/qwen25_7b/README.md,8dc5eb8856673f3071ce2cbe0553edf86b44ab0ca096e92a36f0dabc0fa2a410,0644,1676,1676,true,content_preserving_path_move,false
models/common/tests/demos/qwen25_7b/demo.py,65debda1048019b053776818341b5aabd081b115,100644,test_hybrid_demo,split,examples/qwen25_7b/demo.py,91fc1cfaad2238abac3d22710c4ce25e6bc9e18e484aa94959266da7fc1fdf28,0644,65120,65118,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/models/qwen25_coder_32b/README.md,012ac37288d5f8cec572f377eae33ea1073b4e97,100644,model_documentation,renamed,examples/qwen25_coder_32b/README.md,82482459f39faccfc12af8eb451fb432c7ad24534e406910d5455fce066f7ad4,0644,1916,1916,true,content_preserving_path_move,false
models/common/tests/demos/qwen25_coder_32b/demo.py,714715c4774bd6ea48c1eec39684d4f1b34be3a5,100644,test_hybrid_demo,split,examples/qwen25_coder_32b/demo.py,9a14d3ac4f9659f4491b2f2915043ceb5af6d63d41fd0ff604f44d3a242f3ddc,0644,58509,58509,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=8,true
models/common/models/qwen25_coder_32b/demo.py,2bb8240c112a6bff4098449ae343518566032fcd,100644,model_hybrid_demo,split,examples/qwen25_coder_32b/smoke.py,ec25ccb63ba94c674d32c0a77af3fdfab2eaf563e2c7a05f7db541f7fa30e0c6,0644,23803,23788,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=7,true
models/common/models/qwen2_7b/README.md,b4f461486153f17c35544d5efadd82c458348882,100644,model_documentation,renamed,examples/qwen2_7b/README.md,8cf414c99dd4ca3623e4b4cbe699dc86a658104019b8d1f3da9ad4cf6e210300,0644,1759,1759,true,content_preserving_path_move,false
models/common/tests/demos/qwen2_7b/__init__.py,3fb3dc325bc3a65cd541a59c08df3b2b437d6724,100644,example_support,renamed,examples/qwen2_7b/__init__.py,cc2c73418c0211e5db739ce19e47b7c479f507d246e37239d90d0f469d73f1ef,0644,91,91,true,content_preserving_path_move,false
models/common/tests/demos/qwen2_7b/demo.py,cd9c3a2e81149517bed752b979d8336e36accf1a,100644,test_hybrid_demo,split,examples/qwen2_7b/demo.py,e55be11d8dab3c8f7d2d95982fe3587035514d879654ebe978e90b215dc69baa,0644,64187,64185,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/models/qwen3_32b/README.md,6c009ce6ed61e0ccffbcc476095f8f0e71ce1cf9,100644,model_documentation,renamed,examples/qwen3_32b/README.md,c01326b22570c32f737f12cb32a7a343924f16e4fca8e096467410f8bdebe707,0644,3765,3765,true,content_preserving_path_move,false
models/common/tests/demos/qwen3_32b/demo.py,725e85f512141ceb4f7144333a0c6b1589daf2d8,100644,test_hybrid_demo,split,examples/qwen3_32b/demo.py,aeb8713c20e5b34daa8efc79f5e419a6700605f940fbd0237ff6d3a4e65f97c0,0644,96281,96284,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=10,true
models/common/models/qwen3_32b/demo.py,53a91f37b6dba40d9558216d7f253a38561bbef9,100644,model_hybrid_demo,split,examples/qwen3_32b/smoke.py,7d77d772830bc527a3a4125485bbdcde3ebc7c79fb6ddb1161aa6f201f333c66,0644,23681,23666,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=7,true
models/common/README.md,f5167e8faee535b5274ecf3b3fa8471cd17e9f57,100644,qualification_documentation,renamed,qualification/README.md,379212c2a812cd913c8f9ca98469b8551d6892ea08e9b8a7df4f64453549d210,0644,11684,11684,true,content_preserving_path_move,false
models/tt_transformers/tests/tale-of-two-cities.txt.bz2,6492fd4e209a20df7d4358b7a71415335db69c3a,100644,qualification_asset,renamed,qualification/assets/reference_inputs/tale-of-two-cities.txt.bz2,25d33cc39a17a4a576712e29056053cd8f818f1288e7b2a8abd668225e630e1e,0644,220255,220255,true,content_preserving_path_move,false
models/tt_transformers/demo/sample_prompts/eval_repeat_prompts_batch32.json,a89342d888863a5b3d619a31868abfae3c5ac9ea,100644,qualification_asset,renamed,qualification/assets/sample_prompts/eval_repeat_prompts_batch32.json,0e40322b335df8fd8934d37cfb03e43b5082dc3e841f0987010b15f85119b7f0,0644,11646,11646,true,content_preserving_path_move,false
models/tt_transformers/demo/sample_prompts/input_data_questions_prefill_128.json,a18cf6f4622f46dbafbbcfaee0a5a25d30a4292d,100644,qualification_asset,renamed,qualification/assets/sample_prompts/input_data_questions_prefill_128.json,bb9b058fd614ef03c0ff98b68c981089c4bd2a2565c2ec068edcc5d575dd523d,0644,12586,12586,true,content_preserving_path_move,false
models/tt_transformers/model_params/Qwen3-32B/config.json,12ea4a36c6ac093af8d8dbc3bd435ae8b67067d6,100644,qualification_asset,renamed,qualification/model_params/Qwen3-32B/config.json,855a9d23f97f8771c84280619ae156c8f73c9cd64a5d53a059125b4aecab12d4,0644,729,729,true,content_preserving_path_move,false
models/tttv2_llama33_70b_bh_required_capabilities.json,2eb08039c349d991aa11b26dd9fc31ac349d90ea,100644,qualification_manifest,renamed,qualification/manifests/llama33_70b/bh_required_capabilities.json,3d35dffc16c9cc653758a5dbd1fbd65bcfc6ca4d8ea99a9f4a785b03a283cdf9,0644,16973,16973,true,content_preserving_path_move,false
models/tttv2_llama3_8b_bh_required_capabilities.json,f0e914be84d2341f21832de3b9ac4241ddf75f2d,100644,qualification_manifest,renamed,qualification/manifests/llama3_8b/bh_required_capabilities.json,10fea4ad27b9b596ebdb298148d396bef383b896ffd6aed0e89daf09076d875f,0644,48286,48286,true,content_preserving_path_move,false
models/model_targets.yaml,ae06b23a35609f013fa66b10014c1bfad1d0c2ee,100644,qualification_manifest,split,qualification/manifests/model_targets.yaml,a00a1d11122bc216beb111a10507db4dd9111e57e681a1f36aabf400ca9a5024,0644,52083,52083,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/model_trace_region_sizes.yaml,ae2e4a9f6d5f9edcf3bf9e165a3ffbd85a0902d7,100644,qualification_manifest,split,qualification/manifests/model_trace_region_sizes.yaml,cf377dc703426e2bbf7e7d64a16e35cda2ffbf7a69e5590be6d0af10ed3c48a7,0644,11846,11846,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/tttv2_qwen3_32b_bh_required_capabilities.json,3f9a6ec4dcde9dd846d46170c2567432c6352ca8,100644,qualification_manifest,renamed,qualification/manifests/qwen3_32b/bh_required_capabilities.json,b5da73d9a019ad6519db7a44078ca2eba068898916cc2272b41b791c3058964c,0644,19174,19174,true,content_preserving_path_move,false
.github/workflows/silencer.lock.yml,5f0dcf950d77c93559c94908e4fc9604b5ea157b,100644,source_ci_manifest,split,qualification/manifests/source_ci/github_workflows/silencer.lock.yml,04907f01d82bd5f4637c7e7631238f039e839e7c82ef823361cad29702b80b03,0644,255459,255459,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
.github/workflows/t3000-unit-tests.yaml,7b8c95470b49bfb15bf716b91c13e2d923f92645,100644,source_ci_manifest,split,qualification/manifests/source_ci/github_workflows/t3000-unit-tests.yaml,674d71149453195394ddbfddece2e19849c0277ea76f804fa7d76dc1cb3fcdd9,0644,2038,2038,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
.github/workflows/test-command.lock.yml,965421d3b4d8d6d0218f62b7e786c8af3e686997,100644,source_ci_manifest,split,qualification/manifests/source_ci/github_workflows/test-command.lock.yml,4d103048ec1bdac37edbd4b6aacf4425c025d0a47683cf4932131d76b9218db3,0644,273775,273775,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
tests/pipeline_reorg/models_e2e_tests.yaml,b5950e6b7e628819e4e225746de4afaffba2b7fc,100644,source_ci_manifest,split,qualification/manifests/source_ci/pipeline_reorg/models_e2e_tests.yaml,db8f5563ab0935556d6ddc7a67e46864526dc8e047a9b23a669528eece5ce04c,0644,74731,74731,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
tests/pipeline_reorg/models_sweep_tests.yaml,69116fd9b673057aaeb60f19264a1947b5cc8348,100644,source_ci_manifest,split,qualification/manifests/source_ci/pipeline_reorg/models_sweep_tests.yaml,8f65f507b0d0f70a322df071ab5610968027eb6ef7ef32cb440569408a7199eb,0644,8021,8021,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
tests/pipeline_reorg/models_unit_tests.yaml,8e23036e255ada04647fe33922203f73cfe14ccb,100644,source_ci_manifest,split,qualification/manifests/source_ci/pipeline_reorg/models_unit_tests.yaml,834c80ff7575a0685ac4593f8de936b7c1d13e4dd309ae947030b3e1a2c30497,0644,73423,73423,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/common/readiness_check/__init__.py,9bc5900beb4e8f60ebcc67605a88967ee510473a,100644,qualification_tool,renamed,qualification/readiness/__init__.py,188ee2e5b950083168c3d44976d7cffb3bc18f9a894fde021f456100f5ff205b,0644,1117,1117,true,content_preserving_path_move,true
models/common/readiness_check/autoregressive_prompt.txt,1d24a4076fb5551a43fdad8d4ce502ca4050801d,100644,qualification_asset,renamed,qualification/readiness/autoregressive_prompt.txt,0445dd8d04219f22c9fdb8093aba567eff04b7e5a36f351846430e79e154d308,0644,293,293,true,content_preserving_path_move,false
models/common/readiness_check/check_degenerate_output.py,e48bf14f4f5faff1141c2f0a4fe9cde989e90b16,100644,qualification_tool,renamed,qualification/readiness/check_degenerate_output.py,2629d86ae7be926a21e4839d151d21037e0851e98266f1b9a100e7cf14541db4,0644,18271,18271,true,content_preserving_path_move,true
models/common/readiness_check/contract.py,f9ec9dc321abcf1474e5845bf63c1139b02082db,100644,qualification_tool,renamed,qualification/readiness/contract.py,2656dad613acad8df8a392cbfa336a722181138a6a755a4a0b9535fc1ea8494a,0644,11331,11331,true,content_preserving_path_move,true
models/common/readiness_check/contract_vllm.py,17532121d80665f4e761c0accf1804b47a9e24a0,100644,qualification_tool,renamed,qualification/readiness/contract_vllm.py,1cad43e6e36705297dbfa5416b38cf4ee555a564a2463066f1676ffc5ac8a5a7,0644,8038,8038,true,content_preserving_path_move,true
models/common/readiness_check/generate.py,645b6c947b04066a9c1f65671c0a0d18948c62c4,100644,qualification_tool,renamed,qualification/readiness/generate.py,2d4b380d325f964aa2b1d65d51c6a8657802f7069082fa1cd78f144610aab347,0644,18740,18740,true,content_preserving_path_move,true
models/common/readiness_check/mesh_device.py,cd7b66bc550f71518884f1c45193a06704980d60,100644,qualification_tool,renamed,qualification/readiness/mesh_device.py,13a3295cf60e9ff0a4e7b628eb1f231d13c299cfbba5b22d64dd1a2dd7c1f894,0644,2582,2582,true,content_preserving_path_move,true
models/common/readiness_check/references/.gitignore,29426e6d5e0492a7ee277b31c22cf9dcae271fa1,100644,qualification_asset,renamed,qualification/readiness/references/.gitignore,41cc993e055d16b3faabea46e8bf6c60921bb5be4718f2a0358c1b07e1a20ae1,0644,59,59,true,content_preserving_path_move,false
models/common/readiness_check/run_autoregressive.py,ed00364cfde309bc72984fa943bb47e09e01bab6,100644,qualification_tool,renamed,qualification/readiness/run_autoregressive.py,e30d619594db5ae0de004946d9b064a17e639b26d99885804a7ed9672e2d0ed3,0644,8770,8770,true,content_preserving_path_move,true
models/common/readiness_check/run_prefill_check.py,c132ef13786dd7307acc9de632100f142ac9afea,100644,qualification_tool,renamed,qualification/readiness/run_prefill_check.py,f50fd1e5e4621c0fb4e286ede85ee831da652cb7af8f7f5d3d873b8ae474c607,0644,8296,8296,true,content_preserving_path_move,true
models/common/readiness_check/run_teacher_forcing.py,e0461ec72b7b318ef51ebadb83e792a39ec4b4a8,100644,qualification_tool,renamed,qualification/readiness/run_teacher_forcing.py,11f812bd493c687e61710bf3f81e0df749f88f14f47677c6497394d3cc1537a8,0644,10959,10959,true,content_preserving_path_move,true
models/common/readiness_check/run_vllm_server.py,854a62c6b4caedd64708da951c89c51af96d10d2,100644,qualification_tool,renamed,qualification/readiness/run_vllm_server.py,051d45493d4a822da38395f506188f08d46cba981ef1e1e9d7a0a74efd7c291c,0644,42286,42286,true,content_preserving_path_move,true
models/common/readiness_check/schema.py,339308ea412b41bcee3ade389c0d07f1d2147d9e,100644,qualification_tool,renamed,qualification/readiness/schema.py,1d3e0a89b8718fafafc12ce05d458e011072f77a51ec3fb4a1c7f67bd7b68617,0644,5235,5235,true,content_preserving_path_move,true
models/common/readiness_check/teacher_forcing.py,8de088c6e2411310da9be9e63c1b4eec175b9639,100644,qualification_tool,renamed,qualification/readiness/teacher_forcing.py,29d814bacbfb78d6f4c0cda8f3b7b8bc073e0654ae1fcb4687c779ff840c20bb,0644,6282,6282,true,content_preserving_path_move,true
models/common/readiness_check/vllm_prompts.txt,b95c9244dec7f2a9c9ce7c67a3590b023c7f4cf6,100644,qualification_asset,renamed,qualification/readiness/vllm_prompts.txt,2ad452c15d8442d3fe641eb968bbd84e3bfe9acb01ddc540f451983c0da3cbbd,0644,408,408,true,content_preserving_path_move,false
models/tttv2_bh_required_capabilities.schema.json,929cfa7f42485f847263f6bd75826b34e4123abc,100644,qualification_schema,renamed,qualification/schemas/bh_required_capabilities.schema.json,d162e755a2277fae6054addb88fb34af0334a1d184a7c30cf6fa55b6262f4500,0644,7514,7514,true,content_preserving_path_move,false
models/common/auto_compose.py,571fa0f114b567d4bb61734d36dbac010a29ab37,100644,qualification_tool,renamed,qualification/tools/auto_compose.py,498aa67bcd2a2d7e34b4be1dd89885b8d9b80ffb1fa39bae60ba4feb4dac5c48,0644,5863,5863,true,content_preserving_path_move,false
models/perf/benchmarking_utils.py,7043bb05d3439bc85414436c9b1b0d0b985229c2,100644,qualification_tool,split,qualification/tools/benchmarking_utils.py,7dd59148b8027c8d2111855113bc4adeff763e67424d7f11c02356f5beefb7e7,0644,8442,8442,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/common/tests/demos/deepseek_r1_distill_qwen_14b/generate_book_refpt.py,9f3c5903a11e8b7da5359d41742f2c70dc2766d7,100644,qualification_tool,renamed,qualification/tools/deepseek_r1_distill_qwen_14b/generate_book_refpt.py,863494d3509efeed88e7accfdb141221711f346b3bd4b0103278fbf4baa3d979,0644,5994,5994,true,content_preserving_path_move,false
models/common/distribute_as.py,fc309609103fc149c0388737236041fe4d7a4c59,100644,qualification_tool,renamed,qualification/tools/distribute_as.py,ac0d02c3a1591a02d07f12dd274f8f7caf7b7fdc68b6134512ba82db48e6fac3,0644,4925,4925,true,content_preserving_path_move,false
models/demos/utils/llm_demo_utils.py,a3140959e4e94642c8b87afe58aa0763fe20ea45,100644,qualification_tool,split,qualification/tools/llm_demo_utils.py,d82b0c042b3bfea1d3437f22ab3caaabfc69dafba4936c882318ed0169853711,0644,14891,14900,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=2,true
models/common/metrics.py,852f199626702f99517c5ce176b3fb7c8d300e6b,100644,qualification_tool,renamed,qualification/tools/metrics.py,6a6931eebd04d0d9378cd22e33c5e4097c7d6507544df1abd01b852c997b1ddf,0644,20304,20304,true,content_preserving_path_move,false
models/demos/utils/model_targets.py,88928b2cf686ae2e68fbbcadbd73d343fc07af2f,100644,qualification_tool,split,qualification/tools/model_targets.py,24494a8c28b0c728b7cd58bf78067951a6f673d30b158f22e1f2a489811126a1,0644,7200,7200,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/common/tests/demos/qwen25_72b/generate_controlled_refpt.py,7ed7f5b022192233ea8bd5008e56ce4b97d4902c,100644,qualification_tool,renamed,qualification/tools/qwen25_72b/generate_controlled_refpt.py,c64847eaaea375c2f58aad6521716c35892f30007d999a987c4ea4814f408c8b,0644,6948,6950,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/demos/qwen2_7b/generate_controlled_refpt.py,8ea9c75a6ea2b0bae57377f49445a55c46273214,100644,qualification_tool,renamed,qualification/tools/qwen2_7b/generate_controlled_refpt.py,566ee0b1befb07dcbb22fd8e6c2e145ab3297dddfc868bca5c177ad2b11ee2c7,0644,5402,5402,true,content_preserving_path_move,false
models/tt_transformers/tests/generate_reference_hf.py,f14ba128cd082d169ce3957d6db6654fd048fee7,100644,qualification_tool,split,qualification/tools/reference_outputs/generate_reference_hf.py,9a10f4f42ea64139d8d4ca5a220bc4f5088131eb6018ff21c8d4c5afd59fbab4,0644,6647,6647,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/tt_transformers/tests/generate_reference_outputs.py,a68ea3fe612c41a6ab1aa8d517fda023f71a742f,100644,qualification_tool,split,qualification/tools/reference_outputs/generate_reference_outputs.py,50b9a591e16967c025003eb96f7f1cd60521b312a8608593d36448b619187fd4,0644,7897,7897,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/tt_transformers/tests/generate_reference_outputs.sh,bf27608c01578312e45efa566e96c0e8fa53a08e,100755,qualification_tool,split,qualification/tools/reference_outputs/generate_reference_outputs.sh,ff5345c6331cd6197d7899826ed21e66aea12103b688d5ac61bc6144715106a1,0755,2782,2782,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
tests/scripts/t3000/run_t3000_unit_tests.sh,7fffcf3022ae2debf4ae45cc0364fea4dbe626f8,100755,source_ci_manifest,split,qualification/tools/source_ci/run_t3000_unit_tests.sh,4dcb252f2795dc30a73060de9c0af9e64c52a210b4ec49aaf84f09dfd2cba40b,0755,22560,22560,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/demos/utils/trace_region_sizes.py,58de7b11a90c622c9cb992cd0bb222f4f7331d5e,100644,qualification_tool,split,qualification/tools/trace_region_sizes.py,4e1733869d6e5438da9cbd1a81038d919620fa70424e32a41a373b26ea5a2ddb,0644,7516,7517,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=1,true
models/tttv2_validate_bh_required_capabilities.py,9bdca9b09592ae76bb8171881793a43bd09cfd50,100644,qualification_tool,renamed,qualification/tools/validate_bh_required_capabilities.py,711fe12f531ebe77be728ad91b2ab24756d4934ca94650bd30d6df3550039283,0644,46001,46001,true,content_preserving_path_move,true
models/tttv2_validate_vllm_matrix.py,ed44eb95cfdfd35ba3bab71d3093b3900b155952,100644,qualification_tool,renamed,qualification/tools/validate_vllm_matrix.py,85d283b74a46ed16b60126645024b63c664be4b6d90c11e5a17c2f84361f322b,0644,80760,80760,true,content_preserving_path_move,true
models/common/validation_tools.py,d9ea69e5c8a04c0e17d35446e2fc85909c80f1fc,100644,qualification_tool,renamed,qualification/tools/validation_tools.py,36feab193749611a1fe19cd9102db4c7bb19a8ddde9d6ea39344501e42e542b6,0644,29052,29052,true,content_preserving_path_move,false
models/tttv2_vllm_hardware_gate_runner.sh,59f43c23e5b2c84dd8aeb32391c94c55912a0c64,100755,qualification_tool,renamed,qualification/tools/vllm_hardware_gate_runner.sh,efed7e1feb7140eae9d6572b9a666d55c47e3ec6af041e8e48e24600650bfbf8,0755,60050,60050,true,content_preserving_path_move,true
conftest.py,f8f547a30a2b4f920c745638f91647b8963e6f74,100644,test_fixture,split,tests/conftest.py,0a7538dc5a736d50f7321412e63f57b3ab44b68dbdcf47d04c3e77cb4236f0c8,0644,51566,73856,false,merged_fixture_snapshots;mechanical_import_rewrites=1;phase3_fixture_reduction_deferred,true
