source_path,source_blob_sha,source_git_mode,category,disposition,destination_path,destination_sha256,destination_mode,raw_blob_size,destination_size,exact_raw_copy,transformation,boundary_cleanup
models/common/tests/conftest.py,40ddbac9a91e704e684fbece8cc9becc017d50ed,100644,test_fixture,renamed,tests/conftest.py,0a7538dc5a736d50f7321412e63f57b3ab44b68dbdcf47d04c3e77cb4236f0c8,0644,16614,73856,false,merged_fixture_snapshots;mechanical_import_rewrites=1;phase3_fixture_reduction_deferred,true
models/conftest.py,933fd55912e7b2e9fb48018fc4899dfe93245fe5,100644,test_fixture,split,tests/conftest.py,0a7538dc5a736d50f7321412e63f57b3ab44b68dbdcf47d04c3e77cb4236f0c8,0644,5382,73856,false,merged_fixture_snapshots;mechanical_import_rewrites=1;phase3_fixture_reduction_deferred,true
models/common/tests/demos/deepseek_r1_distill_qwen_14b/demo.py,e290555fc59afd3684de4275ccdeea728fac8c7f,100644,test_hybrid_demo,split,tests/hardware/models/deepseek_r1_distill_qwen_14b/test_demo.py,ba9e18e51545e034c2174144b49ddd3ae492f5f14b595de53266105da72f5246,0644,63158,63156,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/tests/demos/llama32_1b/demo.py,1b03e64cd311e252abd09e72e6a2a3418182e0a8,100644,test_hybrid_demo,split,tests/hardware/models/llama32_1b/test_demo.py,f69b82ff9fa22e46fad1bda07e1d81b84e05d3e440d252cf1ee857ee1e374e0a,0644,52822,52828,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=11,true
models/common/tests/demos/llama32_3b/demo.py,4d05b6998e2f7ec6c6a2ed1f8cea9b862dddc325,100644,test_hybrid_demo,split,tests/hardware/models/llama32_3b/test_demo.py,b0be2b12c132fdd50368910665e830d8177ea1f8a9a9b775773ba018599fde49,0644,53170,53176,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=11,true
models/common/tests/demos/llama33_70b/demo.py,cf019a10969bc523695508c4a02833e0dc1b6d46,100644,test_hybrid_demo,split,tests/hardware/models/llama33_70b/test_demo.py,af22130fbb32492629a208972a53046920405a5e275eabc23e8adeaf1d16cab7,0644,55255,55262,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/tests/demos/llama3_8b/demo.py,5d0ff9235b1a965452afb5115fd374c9dcb48711,100644,test_hybrid_demo,split,tests/hardware/models/llama3_8b/test_demo.py,4f5d5ae7889e1ab79899f78eab1614ad72867c551eecec642fb89102da612dcd,0644,51951,51938,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=15,true
models/common/tests/demos/mistral_7b/demo.py,ce14cff6576a7761f47e6f02bc3b8111c9403e0f,100644,test_hybrid_demo,split,tests/hardware/models/mistral_7b/test_demo.py,1b5dff9d986fdb45d1ecd2d2e17b94e9e258bdd5df0bb976cef1f8db71446443,0644,54807,54805,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/tests/demos/phi4/demo.py,684edcb5d70ec3dfce929521ef16e1c465c27a81,100644,test_hybrid_demo,split,tests/hardware/models/phi4/test_demo.py,349867061604496c6816f5994bc11504cf6963109c7224a4188648864a91bd16,0644,58923,58921,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/tests/demos/qwen25_72b/demo.py,cdd379606cb406faa96e61512d7e2784ae608d0e,100644,test_hybrid_demo,split,tests/hardware/models/qwen25_72b/test_demo.py,d1b5aee5325d725bf17742408ddf8030ea60099fcaf85103b6b5a201923fd458,0644,58159,58163,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=10,true
models/common/tests/demos/qwen25_7b/demo.py,65debda1048019b053776818341b5aabd081b115,100644,test_hybrid_demo,split,tests/hardware/models/qwen25_7b/test_demo.py,91fc1cfaad2238abac3d22710c4ce25e6bc9e18e484aa94959266da7fc1fdf28,0644,65120,65118,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/tests/demos/qwen25_coder_32b/demo.py,714715c4774bd6ea48c1eec39684d4f1b34be3a5,100644,test_hybrid_demo,split,tests/hardware/models/qwen25_coder_32b/test_demo.py,9a14d3ac4f9659f4491b2f2915043ceb5af6d63d41fd0ff604f44d3a242f3ddc,0644,58509,58509,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=8,true
models/common/models/qwen25_coder_32b/demo.py,2bb8240c112a6bff4098449ae343518566032fcd,100644,model_hybrid_demo,split,tests/hardware/models/qwen25_coder_32b/test_smoke.py,ec25ccb63ba94c674d32c0a77af3fdfab2eaf563e2c7a05f7db541f7fa30e0c6,0644,23803,23788,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=7,true
models/common/tests/demos/qwen2_7b/demo.py,cd9c3a2e81149517bed752b979d8336e36accf1a,100644,test_hybrid_demo,split,tests/hardware/models/qwen2_7b/test_demo.py,e55be11d8dab3c8f7d2d95982fe3587035514d879654ebe978e90b215dc69baa,0644,64187,64185,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=12,true
models/common/tests/demos/qwen3_32b/demo.py,725e85f512141ceb4f7144333a0c6b1589daf2d8,100644,test_hybrid_demo,split,tests/hardware/models/qwen3_32b/test_demo.py,aeb8713c20e5b34daa8efc79f5e419a6700605f940fbd0237ff6d3a4e65f97c0,0644,96281,96284,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=10,true
models/common/models/qwen3_32b/demo.py,53a91f37b6dba40d9558216d7f253a38561bbef9,100644,model_hybrid_demo,split,tests/hardware/models/qwen3_32b/test_smoke.py,7d77d772830bc527a3a4125485bbdcde3ebc7c79fb6ddb1161aa6f201f333c66,0644,23681,23666,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=7,true
models/common/tests/test_device_lock.py,4c01f8a05560428e3f44c434cef3ca66214f496d,100644,test,renamed,tests/hardware/test_device_lock.py,1ae213f4f3290902ae9a673e38d54116419f95c36313f876855d8f9a17fe6b5a,0644,3964,3950,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/test_mesh_fixture_policy.py,da76018f9bdb83ad5ef89bb2d9b65a1781fa0ae8,100644,test,renamed,tests/hardware/test_mesh_fixture_policy.py,b521f3354ac7576e911768309e0a3a6f12982e1781bc3f3e6f09d1bfc45e6d04,0644,2721,2709,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/host/test_metrics_pytorch_only.py,65188f86234e5b1007ed2ef9a43fdc2575420773,100644,test,renamed,tests/host/test_metrics_pytorch_only.py,b7686eaaeee9f9c7a80bc8d82251f08b759ec511fd3e6f12e921678dec79f8ca,0644,2538,2544,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/demos/cleanup_utils.py,80df955f818ab054d69d9e003d52665f0dcb369d,100644,boundary_support,split,tests/integration/cleanup_utils.py,a22fecf4779b57e4fe3d692c09fded30dc27a38e003b835c465a42a04fd9f9f8,0644,3068,3070,false,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred;mechanical_import_rewrites=1,true
models/common/tests/demos/run_helpers.py,6f346e4df73e79fd4fe30b91e4bd1b6c1a87c201,100644,boundary_support,split,tests/integration/run_helpers.py,d8fba353e5e00dd2d928d41a7ba8cc34b2d65147cd51eb2d4f4e99c19add8a56,0644,44665,44665,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/common/tests/demos/test_cleanup_utils.py,676255a5c5411e0fba41af0471526bbf27d5f412,100644,test,renamed,tests/integration/test_cleanup_utils.py,6364a13660153c6d733ec36c278f5505db44bb928bbe9c4b4194a58a3ecdb367,0644,5630,5622,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/demos/test_run_helpers.py,e23b96cfc096c956dc7e25f7ac2613a7321ed7ad,100644,test,renamed,tests/integration/test_run_helpers.py,f17e6f041d0c492442fc61740448c15403a9cd69bbaa4889587a36201ff3cab2,0644,24407,24393,false,content_preserving_path_move;mechanical_import_rewrites=3,false
models/common/tests/llm_runtime/test_config.py,37bd1af92fa51d0708b51dd04185e34dea86af75,100644,test,renamed,tests/llm_runtime/test_config.py,e43757e5ae5b441e9c1d8b0074dd77e690f5b62cd767ad581778815a03d9618e,0644,4629,4635,false,content_preserving_path_move;mechanical_import_rewrites=3,false
models/common/tests/llm_runtime/test_decode_runtime.py,00bac5212e2b1a195f71df3628a331ab1e238a56,100644,test,renamed,tests/llm_runtime/test_decode_runtime.py,eddf2cb3ded7566e6167258a06b4d2a2471cd060e89245880fd96f1240049961,0644,46515,46527,false,content_preserving_path_move;mechanical_import_rewrites=6,false
models/common/tests/llm_runtime/test_execution.py,fdcb3716df7b6cfc11c999a98da28fa4aba24c03,100644,test,renamed,tests/llm_runtime/test_execution.py,78ad37fb09101a3734278f9f47450ddeb8c1ace00877b878a37fe11b0feabba8,0644,32295,32311,false,content_preserving_path_move;mechanical_import_rewrites=8,false
models/common/tests/llm_runtime/test_executor_integration.py,48d7df4da2f2f3746fc1804a0963f7ad014c2016,100644,test,renamed,tests/llm_runtime/test_executor_integration.py,aabd9854795f6ca8df27828bcf522cca247892a4e2e4761fe37e9b97b56c2748,0644,72000,72064,false,content_preserving_path_move;mechanical_import_rewrites=32,false
models/common/tests/llm_runtime/test_lane_group.py,2368ea827fddec4f49bea3fc45649c87635117b5,100644,test,renamed,tests/llm_runtime/test_lane_group.py,a9fca87e5bbe9276f9ebea4a4317d6b1544c131b2e477be26c2c3fde4907475e,0644,48027,48029,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/llm_runtime/test_llama3_8b_integration.py,2e78870a4595dc4a4ca9861868ce0fbaf54116e5,100644,test,renamed,tests/llm_runtime/test_llama3_8b_integration.py,7137edc0563bfb9ca03205d4bb8180a5a1ec28a9e0c1bc38f3f2bdd49e5383a6,0644,38735,38734,false,content_preserving_path_move;mechanical_import_rewrites=9,false
models/common/tests/llm_runtime/test_llama3_8b_model_contract.py,afd39a8eeb2d73eba308572ba2e9b9cd010e9ff3,100644,test,renamed,tests/llm_runtime/test_llama3_8b_model_contract.py,40a770a2ec2adccfa5a44726483793f6262ff3be568948aeee0e8d10bc377fd2,0644,12619,12623,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/llm_runtime/test_model_contract.py,7f6bb9ff8f0dac57c7bfaa3c454186f30642d5ea,100644,test,renamed,tests/llm_runtime/test_model_contract.py,5743bed8eec231715e104fa8421a6d65e9c767b371941339201993be23d50188,0644,36062,36084,false,content_preserving_path_move;mechanical_import_rewrites=11,false
models/common/tests/llm_runtime/test_model_executor.py,ca1c1586e7ef67341f0bec8b39d29e53143bdd09,100644,test,renamed,tests/llm_runtime/test_model_executor.py,435e4951fd9e3062d8090458499d1648ddfb494b4cd2a3bce9899da846c5a138,0644,11371,11377,false,content_preserving_path_move;mechanical_import_rewrites=3,false
models/common/tests/llm_runtime/test_output_reader.py,93c3b5262fda648f426d840560f3555902e7822a,100644,test,renamed,tests/llm_runtime/test_output_reader.py,397aed632ab809bb3a7b5028dc3e3d5fc201e76373440f2d4afa40b73df252d6,0644,7094,7096,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/llm_runtime/test_paged_kv_cache.py,124c81bd300b957f2ae9e751458d7c4a470b367d,100644,test,renamed,tests/llm_runtime/test_paged_kv_cache.py,3d0496f8c10bbe1a9607e86296bdae900ced331809309c656536f2018ca13c31,0644,14302,14306,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/llm_runtime/test_prefill_inputs.py,76685155eb77eec2134dcbcaba707fa7394867f1,100644,test,renamed,tests/llm_runtime/test_prefill_inputs.py,281460a714b774f8d997946fe649b390be9b258bf769adabbc7ba329cc23a39c,0644,5939,5943,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/llm_runtime/test_prefill_runtime.py,ab4bc65402a9dae656cbacbf44ab34e0f3bdeea8,100644,test,renamed,tests/llm_runtime/test_prefill_runtime.py,cd3c2a5205028fc1fdc552f786cdcc1729073eca847a93cfd3da961e85438978,0644,109071,109111,false,content_preserving_path_move;mechanical_import_rewrites=20,false
models/common/tests/llm_runtime/test_program_compiler.py,0913e00ea1221ce3e01e542ea61ddc62adc9a24b,100644,test,renamed,tests/llm_runtime/test_program_compiler.py,b8200fa765f359090b9146ab8a5948db4f594fbe831f9f5e91d5537e64079b10,0644,9159,9165,false,content_preserving_path_move;mechanical_import_rewrites=3,false
models/common/tests/llm_runtime/test_tensor_resources.py,169a2a0f09c0f5826aeb81a57f6d73db3d43159f,100644,test,renamed,tests/llm_runtime/test_tensor_resources.py,5a6b4f06c0c4849be362c5e83b7a3a11962a778c65adf2fd555bd1b5193b8fda,0644,2287,2295,false,content_preserving_path_move;mechanical_import_rewrites=4,false
models/common/tests/llm_runtime/test_trace_compiler.py,39c5e111f6eee44d3f34d5259954bc8df2441b32,100644,test,renamed,tests/llm_runtime/test_trace_compiler.py,bebe5fd7691b5ea956ffa115502c8f9cd8a78341a9d2bd041839abd534e0976d,0644,21664,21676,false,content_preserving_path_move;mechanical_import_rewrites=6,false
models/common/tests/llm_runtime/test_vllm_adapter.py,c2176fa748e1b2fd2a288181f129ac6bbbf26966,100644,test,renamed,tests/llm_runtime/test_vllm_adapter.py,eafb61dd5b7eae42e0bffb60d0b0a13c2038ab06da5559ec7b3fc88b14aa01ae,0644,37980,38002,false,content_preserving_path_move;mechanical_import_rewrites=11,false
models/common/tests/llm_runtime/test_warmup.py,2f2931a2ff4863ff147ecd2639e35c6df6edaa1e,100644,test,renamed,tests/llm_runtime/test_warmup.py,f6c6ddd8707037649abc4c0f75fe7b465500e9fb88aa9ae8de5eec29fe1b6c17,0644,36410,36422,false,content_preserving_path_move;mechanical_import_rewrites=6,false
models/tt_transformers/tests/reference_outputs/DeepSeek-R1-Distill-Qwen-14B.refpt,cc3418e0c748078ac1c980540ffd0b471b81c4a0,100644,qualification_asset,renamed,tests/models/deepseek_r1_distill_qwen_14b/reference_outputs/DeepSeek-R1-Distill-Qwen-14B.refpt,1c9af380e9c6309b523216d0a4ed6c7ae6b65bd758b9983cba754197492c8261,0644,51213,51213,true,content_preserving_path_move,false
models/common/tests/models/deepseek_r1_distill_qwen_14b/test_demo_contract.py,5cd6ec32aa503478279b1a352f16b295d3e54ca0,100644,test,renamed,tests/models/deepseek_r1_distill_qwen_14b/test_demo_contract.py,19014102b3ab5a1e8903ef90ea442f0cffc92baa3c7664687dd1229cd7ef5083,0644,17558,17562,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/models/deepseek_r1_distill_qwen_14b/test_hf_adaptor.py,3c9688a950e3562e5a6fe5ba7d4437168b3a2fab,100644,test,renamed,tests/models/deepseek_r1_distill_qwen_14b/test_hf_adaptor.py,ef383bde5e09853c3cc9a38efc7e2536e482850edfb35f08194f0188d8e57c78,0644,11176,11186,false,content_preserving_path_move;mechanical_import_rewrites=5,false
models/common/tests/models/deepseek_r1_distill_qwen_14b/test_prefill_last_token_contract.py,4814b7d8ea873c524393887a835851af90342062,100644,test,renamed,tests/models/deepseek_r1_distill_qwen_14b/test_prefill_last_token_contract.py,71e056acda582854dc57c8daffc7eb1ea14f71eddb4aca0654fb0a9610ce4386,0644,2457,2459,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/tt_transformers/tests/reference_outputs/Llama-3.2-1B-Instruct.refpt,a5efba46561314d72a0272a2b977dab776d32dbf,100644,qualification_asset,renamed,tests/models/llama32_1b/reference_outputs/Llama-3.2-1B-Instruct.refpt,3e936a8518f86b4c5bc1511e12b3ab5d9054037be9e4c5a1c7a8a4ab00338889,0644,50426,50426,true,content_preserving_path_move,false
models/common/tests/models/llama32_1b/test_batched_prefill_postprocess.py,eb9c08e08928af982f629313b541aa8df9a6b94f,100644,test,renamed,tests/models/llama32_1b/test_batched_prefill_postprocess.py,5bd517b712e07078892c76ca516f3642cf66f0cdeb49b28674ab23bb0042ee71,0644,3339,3343,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/models/llama32_1b/test_demo_warmup.py,9a5310687585be88289e673bd806be1f6e4e34c2,100644,test,renamed,tests/models/llama32_1b/test_demo_warmup.py,cafd8041bef0aac9e0a208363870604b3bed6b8f4d86cc6ffea6feee722f2f26,0644,5216,5218,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/models/llama32_1b/test_hf_adaptor.py,2e02ae46829b98c62cd09fb19850a2ccc1ba5d9e,100644,test,renamed,tests/models/llama32_1b/test_hf_adaptor.py,23c839987182b63d20217cfe868438e42ab8d682380ad8051d9152b9c7923e92,0644,10010,10018,false,content_preserving_path_move;mechanical_import_rewrites=4,false
models/tt_transformers/tests/reference_outputs/Llama-3.2-3B-Instruct.refpt,5a7c48370c04cbd11db932cc3568e4d8821f0c9d,100644,qualification_asset,renamed,tests/models/llama32_3b/reference_outputs/Llama-3.2-3B-Instruct.refpt,526c9193ca2557508944d819fcbf9ea16355d668a7c15946932c43f3cee524d3,0644,50426,50426,true,content_preserving_path_move,false
models/common/tests/models/llama32_3b/test_batched_prefill_postprocess.py,4232f8c47e98b9e54f340421c86913bbd100ed97,100644,test,renamed,tests/models/llama32_3b/test_batched_prefill_postprocess.py,508a9ac1bed94160b8259cdc1a7a5058246c45269763c5ba093fb626274d4cea,0644,3339,3343,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/models/llama32_3b/test_demo_warmup.py,91c3145ed58de17a3030bec3b6e8da5482f0085f,100644,test,renamed,tests/models/llama32_3b/test_demo_warmup.py,7feea2f181caf675f0778fb867c98d25e91ca4378beec5dac470bff5ef68b97b,0644,8267,8269,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/models/llama32_3b/test_hf_adaptor.py,37bcf300a4fb04abfc2c9ed0bd061dd499ce883e,100644,test,renamed,tests/models/llama32_3b/test_hf_adaptor.py,8cdb8ab87137d04862ac18cfea9d5cccc4568fdbde0f8d307e767c33339bc751,0644,12209,12221,false,content_preserving_path_move;mechanical_import_rewrites=6,false
models/common/tests/models/llama33_70b/logits_oracle.py,e1ed2fadf7e4e72638ea1839533317e1f346731c,100644,test,renamed,tests/models/llama33_70b/logits_oracle.py,2db82e0a2002cb48301825f468569c5be977a0e2c4be5d5ce9933531cfba1328,0644,5866,5866,true,content_preserving_path_move,false
models/tt_transformers/tests/reference_outputs/Llama-3.3-70B-Instruct.refpt,0af57017332bf2a91bc8e56da256c96cc921a8af,100644,qualification_asset,renamed,tests/models/llama33_70b/reference_outputs/Llama-3.3-70B-Instruct.refpt,93fdfddec317ee141fd6cb7fbafcfb8d9daade131441021aae23650e3dff0443,0644,51269,51269,true,content_preserving_path_move,false
models/common/tests/models/llama33_70b/test_demo_contract.py,8160ec4a0953045f5ae39b8dfe0a609e186347c8,100644,test,renamed,tests/models/llama33_70b/test_demo_contract.py,9e9c34b52bd1f255479d2311e8414b36a1de9a5db51bf81ba38d6eab5605b935,0644,19877,19879,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/models/llama33_70b/test_hf_adaptor.py,cee2a59ad93bdfafa5627e00dd40034268faa0a7,100644,test,renamed,tests/models/llama33_70b/test_hf_adaptor.py,40cf1189ccb2d7779097cf16637ac89eb0cda651d1941294ee2b9fd84773020e,0644,12826,12834,false,content_preserving_path_move;mechanical_import_rewrites=4,false
models/common/tests/models/llama33_70b/test_logits_oracle.py,80fec333811fbc115125f61b291573aacb1e0717,100644,test,renamed,tests/models/llama33_70b/test_logits_oracle.py,bc9593fdfaccb801972f4d8aa9db1469f486aa3dd6dbbd0b64c0c16c16ae2ec9,0644,3237,3223,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/models/llama33_70b/test_model_profile.py,70f37112ed78c4e69cb988416f304ca75ce72575,100644,test,renamed,tests/models/llama33_70b/test_model_profile.py,e25f9512dc3437c54bbf2d7b512deebda129e7d511f8379c9d75984e86bc2ab8,0644,11078,11092,false,content_preserving_path_move;mechanical_import_rewrites=7,false
models/common/tests/models/llama33_70b/test_p150x4_smoke.py,c1baf1623eee45fd4fa98b67f82866a83838adcc,100644,test,renamed,tests/models/llama33_70b/test_p150x4_smoke.py,43ff31eeacbe7a24821c7add0d6419d925c9d85e6e3c2c38e875256720195706,0644,6513,6505,false,content_preserving_path_move;mechanical_import_rewrites=6,false
models/common/tests/models/llama33_70b/test_t3k_batched_prefill_correctness.py,08d9e84b06ef481225a041b392d03a02c03edbe1,100644,test,renamed,tests/models/llama33_70b/test_t3k_batched_prefill_correctness.py,e823b16d6a283617acf8537d1b9782525abd0f5622adbf52b5e9ccbc1ec04da3,0644,28509,28498,false,content_preserving_path_move;mechanical_import_rewrites=3,false
models/common/tests/demos/llama3_8b/demo_utils.py,6590bd283b820469b2b1f02065c52fe7309700d2,100644,boundary_support,split,tests/models/llama3_8b/demo_utils.py,79f8466fe5fae91c7cfe8190e807c89a4e291d2f6448bfff38343747bd293d78,0644,7999,7999,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,true
models/common/tests/demos/llama3_8b/reference_outputs/Llama-3.1-8B-Instruct.refpt,b5ee1619faa9824ed607befe5aff486046c8d8c7,100644,qualification_asset,split,tests/models/llama3_8b/reference_outputs/Llama-3.1-8B-Instruct.refpt,0e5814d840967729f86f21a1864dfacf94ac36ba6bb27b6e205596da9b9290b5,0644,50426,50426,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,false
models/tt_transformers/tests/reference_outputs/Llama-3.1-8B-Instruct.refpt,b5ee1619faa9824ed607befe5aff486046c8d8c7,100644,qualification_asset,renamed,tests/models/llama3_8b/reference_outputs/Llama-3.1-8B-Instruct.refpt,0e5814d840967729f86f21a1864dfacf94ac36ba6bb27b6e205596da9b9290b5,0644,50426,50426,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,false
models/common/tests/demos/llama3_8b/sample_prompts/input_data_questions_prefill_128.json,a18cf6f4622f46dbafbbcfaee0a5a25d30a4292d,100644,qualification_asset,split,tests/models/llama3_8b/sample_prompts/input_data_questions_prefill_128.json,bb9b058fd614ef03c0ff98b68c981089c4bd2a2565c2ec068edcc5d575dd523d,0644,12586,12586,true,whole_pinned_snapshot;phase3_semantic_split_or_filter_deferred,false
models/common/tests/models/llama3_8b/test_demo_contract.py,97dca6bb10bf20e692d05387b234bb306c613dd7,100644,test,renamed,tests/models/llama3_8b/test_demo_contract.py,edea2b76e353ee90600a486df4bac22d0e0e37c06153d078e76c70835ad99569,0644,9177,9165,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/test_llama3_8b_hf_adaptor.py,5e3882668a8720537198781b8d4e0ea3fe08a762,100644,test,renamed,tests/models/llama3_8b/test_hf_adaptor_legacy_surface.py,e35b266eecaa629a9d5773d82f0427666dc34b7ee9f7b1be06dc732f608f553e,0644,5342,5346,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/models/llama3_8b/test_model_profile.py,cb598b00ae5e330543fb8675f4f133130b627291,100644,test,renamed,tests/models/llama3_8b/test_model_profile.py,f76c438cc7495625033e26d7b0b6890dcc8dbff0be6b71978ae2d79752f183cf,0644,11628,11632,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/tt_transformers/tests/reference_outputs/Mistral-7B-Instruct-v0.3.refpt,868ee36f9245440bed9d86f8dfc4bc7495550d52,100644,qualification_asset,renamed,tests/models/mistral_7b/reference_outputs/Mistral-7B-Instruct-v0.3.refpt,ae1a07deb27e31925f7725a0f3f98faece0036f166c7655aa3df442ca66a6be3,0644,50814,50814,true,content_preserving_path_move,false
models/common/tests/models/mistral_7b/test_demo_contract.py,d58abcd97cf62f5733495a4df0507243edfa7404,100644,test,renamed,tests/models/mistral_7b/test_demo_contract.py,10f0c9f14b21d44a3bad61e65379554d5a0bbcfc2fb0ed368ce8a9e40c381014,0644,9975,9977,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/common/tests/models/mistral_7b/test_hf_adaptor.py,2a225f0633b381ff8d9676134c8434197de89c6d,100644,test,renamed,tests/models/mistral_7b/test_hf_adaptor.py,06235d9ca6165600c9c662cfa674ae79915593ad1a1e90609fe3442b55bd62ae,0644,6383,6391,false,content_preserving_path_move;mechanical_import_rewrites=4,false
models/common/tests/models/mistral_7b/test_prefill_last_token_contract.py,2f7b869c67e9811ff8a58d7dd913b48c2edb963a,100644,test,renamed,tests/models/mistral_7b/test_prefill_last_token_contract.py,6ea15d91bc56578fc342a380b767eecc4eb861ad2c9a098bdf9d07cb29db90ac,0644,2329,2331,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/tt_transformers/tests/reference_outputs/phi-4.refpt,d2238323a152a15dd40b86ad1aa7444304cacb0d,100644,qualification_asset,renamed,tests/models/phi4/reference_outputs/phi-4.refpt,ce44abe6111cfd15f78bdd448300f30ce771c7e394b6a4656aee4b3e85a208f0,0644,50508,50508,true,content_preserving_path_move,false
models/common/tests/models/phi4/test_demo_contract.py,261378d6b03eb67c9156ba5f83785217b58bb4c0,100644,test,renamed,tests/models/phi4/test_demo_contract.py,790bf4b25b8f3e6bfb643e7273a782cd452e2b7ed3d098b40e25b42400e156f8,0644,14941,14945,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/models/phi4/test_hf_adaptor.py,2b994ce2bc5de229c41a900539d2a09ef8d552d9,100644,test,renamed,tests/models/phi4/test_hf_adaptor.py,29604d40f61874750fd8b652e3e015fe393a28f05c334d2d569ca67422283045,0644,7450,7456,false,content_preserving_path_move;mechanical_import_rewrites=3,false
models/tt_transformers/tests/reference_outputs/Qwen2.5-72B-Instruct.refpt,61de1e579435d473ee43954f9b6c28612db8c87d,100644,qualification_asset,renamed,tests/models/qwen25_72b/reference_outputs/Qwen2.5-72B-Instruct.refpt,8814d6b6a9a669b8a4c4ff0506dc6d2250887490e9fa8f1ebce5f57da0ca9765,0644,50726,50726,true,content_preserving_path_move,false
models/common/tests/models/qwen25_72b/test_demo_contract.py,ad66c140a7b04ae68218a4fa016502f167ddfc48,100644,test,renamed,tests/models/qwen25_72b/test_demo_contract.py,d0b217f6c3571c2327cf1a1083a4ae1066e97724e0027cdd517010b03cc34c58,0644,5480,5480,true,content_preserving_path_move,false
models/common/tests/models/qwen25_72b/test_hf_adaptor.py,9cd3bea6b19d5d559fdc8b87adf43881722d39e7,100644,test,renamed,tests/models/qwen25_72b/test_hf_adaptor.py,21e3fc435bf965a58ba0e4f57ac271364658c2dd6193f6daefffdb752c9f57c3,0644,6941,6945,false,content_preserving_path_move;mechanical_import_rewrites=2,false
models/common/tests/models/qwen25_72b/test_model_runtime_surface.py,b7d92e37a03b8ef63ea2dee8843156971788b092,100644,test,renamed,tests/models/qwen25_72b/test_model_runtime_surface.py,4388f1470b4065470b6beca88c5cba91d8c75210b9232def38f3edb4338c585d,0644,5166,5168,false,content_preserving_path_move;mechanical_import_rewrites=1,false
models/tt_transformers/tests/reference_outputs/Qwen2.5-7B-Instruct.refpt,0901a633fa2ef38c9187157c0b90c8f4b7d4d349,100644,qualification_asset,renamed,tests/models/qwen25_7b/reference_outputs/Qwen2.5-7B-Instruct.refpt,6c3bf46ffb596f6db852088c50be652085114529bd365c0e70111c0141e93e68,0644,50720,50720,true,content_preserving_path_move,false
